taxon_name_original,CHECK,species,famille,genre,espece,taxon_name,phytochemical_diversity_full,div_group,Aternative,comm,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Argania_spinosa_L_Skeels,,Argania_spinosa_L_Skeels,Sapotaceae,,,Argania spinosa L Skeels,,,,MA-0-NEU-20170064,BestMatch,9.42226,Exact,0,Argania spinosa L Skeels,Argania spinosa Skeels,Argania spinosa,bare-name-03BED531FFB6FFD551FEFA43FDA6FCC5,,false,194,Plazi,,
Euphorbia_dendroides_L,,Euphorbia_dendroides_L,Euphorbiaceae,,,Euphorbia dendroides L,,,,XX-0-NEU-20170068,BestMatch,9.42329,Exact,0,Euphorbia dendroides L,Euphorbia dendroides L.,Euphorbia dendroides,3CNK7,Euphorbia dendroides L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Euphorbioideae|Euphorbieae|Euphorbiinae|Euphorbia|Euphorbia dendroides,
Tetraclinis_articulata_Vahl_Mast,,Tetraclinis_articulata_Vahl_Mast,Cupressaceae,,,Tetraclinis articulata Vahl Mast,,,,MA-0-NEU-20170069,BestMatch,9.42226,Exact,0,Tetraclinis articulata Vahl Mast,Tetraclinis articulata Mast.,Tetraclinis articulata,bare-name-263871-1,,false,167,IPNI,,
Juniperus_L,,Juniperus_L,Cupressaceae,,,Juniperus L,,,,MA-0-NEU-20170070,BestMatch,9.42329,Exact,0,Juniperus L,Juniperus L.,Juniperus,C7HCB,Juniperus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cupressaceae|Juniperus,
Juniperus_oxycedrus_L_subsp_oxycedrus,,Juniperus_oxycedrus_L_subsp_oxycedrus,Cupressaceae,,,Juniperus oxycedrus L subsp oxycedrus,,,,MA-0-NEU-20170071,BestMatch,9.56262,Exact,0,Juniperus oxycedrus L subsp oxycedrus,Juniperus oxycedrus subsp. oxycedrus ,Juniperus oxycedrus subsp. oxycedrus,420125,Juniperus oxycedrus subsp. oxycedrus ,false,6,GRIN Plant Taxonomy,Cupressales|Cupressaceae|Juniperus|Juniperus oxycedrus oxycedrus,
Juniperus_phoenicea_L,,Juniperus_phoenicea_L,Cupressaceae,,,Juniperus phoenicea L,,,,MA-0-NEU-20170073,BestMatch,9.42329,Exact,0,Juniperus phoenicea L,Juniperus phoenicea L.,Juniperus phoenicea,6NFYQ,Juniperus phoenicea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cupressaceae|Juniperus|Juniperus phoenicea,
Acorus_calamus_L,,Acorus_calamus_L,Acoraceae,,,Acorus calamus L,,,,CH-0-NEU-20200239,BestMatch,9.42329,Exact,0,Acorus calamus L,Acorus calamus L.,Acorus calamus,64MF2,Acorus calamus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Acorales|Acoraceae|Acorus|Acorus calamus,
Anemone_narcissiflora_L,,Anemone_narcissiflora_L,Ranunculaceae,,,Anemone narcissiflora L,,,,CH-0-NEU-20200241,BestMatch,9.42295,Exact,0,Anemone narcissiflora L,Anemone narcissiflora L.,Anemone narcissiflora,672S3|5FM6F|672S3,Anemonastrum narcissiflorum subsp. narcissiflorum,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Anemoneae|Anemonastrum|Anemonastrum narcissiflorum|Anemonastrum narcissiflorum narcissiflorum,
Angelica_sylvestris_L,,Angelica_sylvestris_L,Apiaceae,,,Angelica sylvestris L,,,,CH-0-NEU-20200242,BestMatch,9.42329,Exact,0,Angelica sylvestris L,Angelica sylvestris L.,Angelica sylvestris,DYYQ,Angelica sylvestris L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Selineae|Angelicinae|Angelica|Angelica sylvestris,
Athamanta_cretensis_L,,Athamanta_cretensis_L,Apiaceae,,,Athamanta cretensis L,,,,CH-0-NEU-20200243,BestMatch,9.42329,Exact,0,Athamanta cretensis L,Athamanta cretensis L.,Athamanta cretensis,67VKZ,Athamanta cretensis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Scandiceae|Scandicinae|Athamanta|Athamanta cretensis,
Cephalaria_alpina_L_Roem_and_Schult,,Cephalaria_alpina_L_Roem_and_Schult,Caprifoliaceae,,,Cephalaria alpina L Roem and Schult,,,,CH-0-NEU-20200244,BestMatch,9.42226,Exact,0,Cephalaria alpina L Roem and Schult,Cephalaria alpina Roem. & Schult.,Cephalaria alpina,bare-name-202EF659B2079FE2799A563F604A08AA,,false,194,Plazi,,
Clematis_alpina_L_MilL,,Clematis_alpina_L_MilL,Ranunculaceae,,,Clematis alpina L MilL,,,,CH-0-NEU-20200245,BestMatch,9.42088,Exact,0,Clematis alpina L MilL,Clematis alpina L.,Clematis alpina,97941237,,false,169,uBio NameBank,|Clematis alpina,
Erinus_alpinus_L,,Erinus_alpinus_L,Plantaginaceae,,,Erinus alpinus L,,,,CH-0-NEU-20200246,BestMatch,9.42329,Exact,0,Erinus alpinus L,Erinus alpinus L.,Erinus alpinus,3B2GD,Erinus alpinus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Digitalidoideae|Digitalideae|Erinus|Erinus alpinus,
Gentiana_lutea_L,,Gentiana_lutea_L,Gentianaceae,,,Gentiana lutea L,,,,CH-0-NEU-20200247,BestMatch,9.42329,Exact,0,Gentiana lutea L,Gentiana lutea L.,Gentiana lutea,6KB7S,Gentiana lutea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Gentianeae|Gentianinae|Gentiana|Gentiana lutea,
Heracleum_sphondylium_L,,Heracleum_sphondylium_L,Apiaceae,,,Heracleum sphondylium L,,,,CH-0-NEU-20200248,BestMatch,9.42329,Exact,0,Heracleum sphondylium L,Heracleum sphondylium L.,Heracleum sphondylium,3KXGQ,Heracleum sphondylium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Tordylieae|Tordyliinae|Heracleum|Heracleum sphondylium,
Inula_helenium_L,,Inula_helenium_L,Compositae,,,Inula helenium L,,,,CH-0-NEU-20200250,BestMatch,9.42329,Exact,0,Inula helenium L,Inula helenium L.,Inula helenium,3PT6J,Inula helenium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Inuleae|Inulinae|Inula|Inula helenium,
Laserpitium_latifolium_L,,Laserpitium_latifolium_L,Apiaceae,,,Laserpitium latifolium L,,,,CH-0-NEU-20200251,BestMatch,9.42329,Exact,0,Laserpitium latifolium L,Laserpitium latifolium L.,Laserpitium latifolium,3SC3Z,Laserpitium latifolium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Scandiceae|Daucinae|Laserpitium|Laserpitium latifolium,
Mentha_aquatica_L,,Mentha_aquatica_L,Lamiaceae,,,Mentha aquatica L,,,,CH-0-NEU-20200252,BestMatch,9.42329,Exact,0,Mentha aquatica L,Mentha aquatica L.,Mentha aquatica,3ZRLS,Mentha aquatica L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Menthinae|Mentha|Mentha aquatica,
Paris_quadrifolia_L,,Paris_quadrifolia_L,Melanthiaceae,,,Paris quadrifolia L,,,,CH-0-NEU-20200253,BestMatch,9.42329,Exact,0,Paris quadrifolia L,Paris quadrifolia L.,Paris quadrifolia,4DMQM,Paris quadrifolia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Liliales|Melanthiaceae|Paris|Paris quadrifolia,
Phyteuma_spicatum_L,,Phyteuma_spicatum_L,Campanulaceae,,,Phyteuma spicatum L,,,,CH-0-NEU-20200255,BestMatch,9.42329,Exact,0,Phyteuma spicatum L,Phyteuma spicatum L.,Phyteuma spicatum,4HK35,Phyteuma spicatum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanuloideae|Campanuleae|Phyteuma|Phyteuma spicatum,
Potentilla_erecta_L_Raeusch_,,Potentilla_erecta_L_Raeusch_,Rosaceae,,,Potentilla erecta L Raeusch ,,,,XX-0-NEU-20200256,BestMatch,9.42226,Exact,0,Potentilla erecta L Raeusch,Potentilla erecta Raeusch.,Potentilla erecta,bare-name-253BD3F4AAA94C6BF33AD5EE5B9FC716,,false,194,Plazi,,
Symphytum_officinale_L,,Symphytum_officinale_L,Boraginaceae,,,Symphytum officinale L,,,,CH-0-NEU-20200257,BestMatch,9.42329,Exact,0,Symphytum officinale L,Symphytum officinale L.,Symphytum officinale,53QG6,Symphytum officinale L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Boragineae|Boragininae|Symphytum|Symphytum officinale,
Verbena_officinalis_L,,Verbena_officinalis_L,Verbenaceae,,,Verbena officinalis L,,,,CH-0-NEU-20200258,BestMatch,9.42329,Exact,0,Verbena officinalis L,Verbena officinalis L.,Verbena officinalis,5B2TY,Verbena officinalis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Verbenaceae|Verbeneae|Verbena|Verbena officinalis,
Vincetoxicum_hirundinaria_Medik_,,Vincetoxicum_hirundinaria_Medik_,Apocynaceae,,,Vincetoxicum hirundinaria Medik ,,,,CH-0-NEU-20200259,BestMatch,9.42329,Exact,0,Vincetoxicum hirundinaria Medik,Vincetoxicum hirundinaria Medik.,Vincetoxicum hirundinaria,7FRQX,Vincetoxicum hirundinaria Medik.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepiadoideae|Asclepiadeae|Tylophorinae|Vincetoxicum|Vincetoxicum hirundinaria,
Cistus_laxus_Aiton,,Cistus_laxus_Aiton,Cistaceae,,,Cistus laxus Aiton,,,,XX-0-NEU-20200260,BestMatch,9.42329,Exact,0,Cistus laxus Aiton,Cistus × laxus Aiton,Cistus × laxus,9XTYD,Cistus × laxus Aiton,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Cistaceae|Cistoideae|Cistus|Cistus laxus,
Cistus_crispus_L,,Cistus_crispus_L,Cistaceae,,,Cistus crispus L,,,,ES-0-NEU-20200261,BestMatch,9.42329,Exact,0,Cistus crispus L,Cistus crispus L.,Cistus crispus,VLKK,Cistus crispus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Cistaceae|Cistoideae|Cistus|Cistus crispus,
Lavandula_dentata_L,,Lavandula_dentata_L,Lamiaceae,,,Lavandula dentata L,,,,XX-0-NEU-20200269,BestMatch,9.42329,Exact,0,Lavandula dentata L,Lavandula dentata L.,Lavandula dentata,3SNDP,Lavandula dentata L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Ocimeae|Lavandulinae|Lavandula|Lavandula dentata,
Arbutus_unedo_L,,Arbutus_unedo_L,Ericaceae,,,Arbutus unedo L,,,,FR-0-NEU-19940470,BestMatch,9.42329,Exact,0,Arbutus unedo L,Arbutus unedo L.,Arbutus unedo,G6RG,Arbutus unedo L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Arbutoideae|Arbutus|Arbutus unedo,
Ceratonia_siliqua_L,,Ceratonia_siliqua_L,Fabaceae,,,Ceratonia siliqua L,,,,XX-0-NEU-19960285,BestMatch,9.42329,Exact,0,Ceratonia siliqua L,Ceratonia siliqua L.,Ceratonia siliqua,SNNM,Ceratonia siliqua L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Ceratonia|Ceratonia siliqua,
Vitex_agnus_castus_L,,Vitex_agnus_castus_L,Lamiaceae,,,Vitex agnus castus L,,,,XX-0-NEU-19980241,BestMatch,8.63285,PartialExact,0,Vitex agnus castus L,Vitex agnus,Vitex agnus,34b068d2-2943-583a-abe5-1de4be4ef0e8|71132|34b068d2-2943-583a-abe5-1de4be4ef0e8,,true,2,Wikispecies,Vitex|Vitex agnus-castus,
Olea_europaea_L,,Olea_europaea_L,Oleaceae,,,Olea europaea L,,,,XX-0-NEU-19980008,BestMatch,9.42329,Exact,0,Olea europaea L,Olea europaea L.,Olea europaea,493JT,Olea europaea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Oleaceae|Oleeae|Oleinae|Olea|Olea europaea,
Phillyrea_angustifolia_L,,Phillyrea_angustifolia_L,Oleaceae,,,Phillyrea angustifolia L,,,,FR-0-NEU-19940155,BestMatch,9.42329,Exact,0,Phillyrea angustifolia L,Phillyrea angustifolia L.,Phillyrea angustifolia,4G6XY,Phillyrea angustifolia L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Oleaceae|Oleeae|Oleinae|Phillyrea|Phillyrea angustifolia,
Phoenix_roebelenii_OBrien,,Phoenix_roebelenii_OBrien,Arecaceae,,,Phoenix roebelenii OBrien,,,,XX-0-NEU-19970327,BestMatch,9.41215,Exact,0,Phoenix roebelenii OBrien,Phoenix roebelenii O'Brien,Phoenix roebelenii,4GKSD,Phoenix roebelenii O'Brien,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Phoenix|Phoenix roebelenii,
Rosmarinus_officinalis_L,,Rosmarinus_officinalis_L,Lamiaceae,,,Rosmarinus officinalis L,,,,IT-0-NEU-19910770,BestMatch,9.42295,Exact,0,Rosmarinus officinalis L,Rosmarinus officinalis L.,Rosmarinus officinalis,4TFBR|DNX5M|4TFBR,Salvia rosmarinus subsp. rosmarinus,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Nepetoideae|Mentheae|Salviinae|Salvia|Salvia rosmarinus|Salvia rosmarinus rosmarinus,
Ruscus_aculeatus_L,,Ruscus_aculeatus_L,Asparagaceae,,,Ruscus aculeatus L,,,,IT-0-NEU-19970149,BestMatch,9.42329,Exact,0,Ruscus aculeatus L,Ruscus aculeatus L.,Ruscus aculeatus,4TR9P,Ruscus aculeatus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Asparagaceae|Ruscus|Ruscus aculeatus,
Chamaerops_humilis_L,,Chamaerops_humilis_L,Arecaceae,,,Chamaerops humilis L,,,,XX-0-NEU-19970332,BestMatch,9.42329,Exact,0,Chamaerops humilis L,Chamaerops humilis L.,Chamaerops humilis,TKRS,Chamaerops humilis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Chamaerops|Chamaerops humilis,
Citrus_sinensis_L_Osbeck,,Citrus_sinensis_L_Osbeck,Rutaceae,,,Citrus sinensis L Osbeck,,,,XX-0-NEU-19970334,BestMatch,9.42226,Exact,0,Citrus sinensis L Osbeck,Citrus sinensis Osbeck,Citrus sinensis,bare-name-03B0402CFF39E390FEAFF926DD22F6D3,,false,194,Plazi,,
Colutea_persica_Boiss,,Colutea_persica_Boiss,Fabaceae,,,Colutea persica Boiss,,,,IR-0-NEU-19890605,BestMatch,9.42329,Exact,0,Colutea persica Boiss,Colutea persica Boiss.,Colutea persica,XD6Z,Colutea persica Boiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Colutea|Colutea persica,
Ficus_carica_L,,Ficus_carica_L,Moraceae,,,Ficus carica L,,,,XX-0-NEU-19820827,BestMatch,9.42329,Exact,0,Ficus carica L,Ficus carica L.,Ficus carica,6HVJJ,Ficus carica L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Ficeae|Ficus|Ficus carica,
Genista_sylvestris_Scop,,Genista_sylvestris_Scop,Fabaceae,,,Genista sylvestris Scop,,,,SI-0-NEU-19740574,BestMatch,9.42329,Exact,0,Genista sylvestris Scop,Genista sylvestris Scop.,Genista sylvestris,3FLDP,Genista sylvestris Scop.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Genista|Genista sylvestris,
Schinus_molle_L,,Schinus_molle_L,Anacardiaceae,,,Schinus molle L,,,,PE-0-NEU-19890302,BestMatch,9.42329,Exact,0,Schinus molle L,Schinus molle L.,Schinus molle,4V8GC,Schinus molle L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Thyrsodieae|Schinus|Schinus molle,
Knautia_arvensis_L_Coult,,Knautia_arvensis_L_Coult,Caprifoliaceae,,,Knautia arvensis L Coult,,,,BE-0-BR-2016120950,BestMatch,9.42260,Exact,0,Knautia arvensis L Coult,Knautia arvensis J.M.Coult.,Knautia arvensis,wfo-0001046398-2025-12,Knautia arvensis J.M.Coult.,false,196,World Flora Online,Plantae|Pteridobiotina|Angiosperms|Dipsacales|Caprifoliaceae|Knautia|Knautia arvensis,
Oenanthe_lachenalii_CCGmeL,,Oenanthe_lachenalii_CCGmeL,Apiaceae,,,Oenanthe lachenalii CCGmeL,,,,XX-0-ROST-2003-F-3070,BestMatch,9.41215,Exact,0,Oenanthe lachenalii CCGmeL,Oenanthe lachenalii C.C.Gmel.,Oenanthe lachenalii,48X8G,Oenanthe lachenalii C.C.Gmel.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Oenantheae|Oenanthe|Oenanthe lachenalii,
Dianthus_chinensis_L,,Dianthus_chinensis_L,Caryophyllaceae,,,Dianthus chinensis L,,,,GE-0-LZ-S-592006,BestMatch,9.42329,Exact,0,Dianthus chinensis L,Dianthus chinensis L.,Dianthus chinensis,6CPYB,Dianthus chinensis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Caryophylleae|Caryophyllinae|Dianthus|Dianthus chinensis,
Thlaspi_montanum_L,,Thlaspi_montanum_L,Brassicaceae,,,Thlaspi montanum L,,,,CH-0-NEU-20190112,BestMatch,9.42295,Exact,0,Thlaspi montanum L,Thlaspi montanum L.,Thlaspi montanum,899C6|88S5Z|899C6,Noccaea montana (L.) F.K.Mey.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Coluteocarpeae|Noccaea|Noccaea montana,
Acanthus_mollis_L,,Acanthus_mollis_L,Acanthaceae,,,Acanthus mollis L,,,,XX-0-NEU-20040040,BestMatch,9.42329,Exact,0,Acanthus mollis L,Acanthus mollis L.,Acanthus mollis,92T9,Acanthus mollis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Acantheae|Acanthinae|Acanthus|Acanthus mollis,
Achillea_ageratum_L,,Achillea_ageratum_L,Compositae,,,Achillea ageratum L,,,,XX-0-NEU-20040041,BestMatch,9.42329,Exact,0,Achillea ageratum L,Achillea ageratum L.,Achillea ageratum,64GRK,Achillea ageratum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Matricariinae|Achillea|Achillea ageratum,
Anchusa_azurea_MilL,,Anchusa_azurea_MilL,Boraginaceae,,,Anchusa azurea MilL,,,,XX-0-NEU-19500001,BestMatch,9.41145,Exact,0,Anchusa azurea MilL,Anchusa azurea,Anchusa azurea,75429,Anchusa azurea,false,180,iNaturalist,Plantae|Tracheophyta|Angiospermae|Magnoliopsida|Boraginales|Boraginaceae|Boraginoideae|Boragineae|Boragininae|Anchusa|Buglossum|Anchusa azurea,
Anthemis_tinctoria_L,,Anthemis_tinctoria_L,Compositae,,,Anthemis tinctoria L,,,,XX-0-NEU-19500002,BestMatch,9.42295,Exact,0,Anthemis tinctoria L,Anthemis tinctoria L.,Anthemis tinctoria,67BK3|7JM9L|67BK3,Cota tinctoria subsp. tinctoria,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Anthemidinae|Cota|Cota tinctoria|Cota tinctoria tinctoria,
Arbutus_unedo_L,,Arbutus_unedo_L,Ericaceae,,,Arbutus unedo L,,,,XX-0-NEU-19500003,BestMatch,9.42329,Exact,0,Arbutus unedo L,Arbutus unedo L.,Arbutus unedo,G6RG,Arbutus unedo L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Arbutoideae|Arbutus|Arbutus unedo,
Artemisia_dracunculus_L,,Artemisia_dracunculus_L,Compositae,,,Artemisia dracunculus L,,,,XX-0-NEU-19500004,BestMatch,9.42329,Exact,0,Artemisia dracunculus L,Artemisia dracunculus L.,Artemisia dracunculus,GW9Y,Artemisia dracunculus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia dracunculus,
Asphodelus_albus_MilL,,Asphodelus_albus_MilL,Asphodelaceae,,,Asphodelus albus MilL,,,,XX-0-NEU-19500005,BestMatch,9.41145,Exact,0,Asphodelus albus MilL,Asphodelus albus,Asphodelus albus,209586,Asphodelus albus,false,180,iNaturalist,Plantae|Tracheophyta|Angiospermae|Liliopsida|Asparagales|Asphodelaceae|Asphodeloideae|Asphodelus|Asphodelus|Asphodelus albus,
Buddleja_globosa_Hope,,Buddleja_globosa_Hope,Scrophulariaceae,,,Buddleja globosa Hope,,,,XX-0-NEU-19500006,BestMatch,9.42329,Exact,0,Buddleja globosa Hope,Buddleja globosa Hope,Buddleja globosa,NN3P,Buddleja globosa Hope,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Scrophulariaceae|Buddlejeae|Buddleja|Buddleja globosa,
Brachychiton_populneum_EndL_R_Br,,Brachychiton_populneum_EndL_R_Br,Malvaceae,,,Brachychiton populneum EndL R Br,,,,XX-0-NEU-19970321,BestMatch,9.41949,Exact,0,Brachychiton populneum EndL R Br,Brachychiton populneum (Schott & Endl.) R. Br.,Brachychiton populneum,506852|1132786|506852,Brachychiton populneus (Schott & Endl.) R. Br.,true,3,ITIS,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Malvales|Malvaceae|Brachychiton|Brachychiton populneus,
Calendula_arvensis_Batt,,Calendula_arvensis_Batt,Compositae,,,Calendula arvensis Batt,,,,XX-0-NEU-19500007,BestMatch,9.42226,Exact,0,Calendula arvensis Batt,Calendula arvensis Batt.,Calendula arvensis,urn:lsid:marinespecies.org:taxname:1186968|urn:lsid:marinespecies.org:taxname:1110150|urn:lsid:marinespecies.org:taxname:1186968,Calendula arvensis L.,true,9,WoRMS,Biota|Plantae|Viridiplantae|Streptophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Asteranae|Asterales|Compositae|Asteroideae|Calenduleae|Calendula|Calendula arvensis,
Catananche_caerulea_L,,Catananche_caerulea_L,Compositae,,,Catananche caerulea L,,,,XX-0-NEU-19500008,BestMatch,9.42329,Exact,0,Catananche caerulea L,Catananche caerulea L.,Catananche caerulea,RS37,Catananche caerulea L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cichorioideae|Cichorieae|Scolyminae|Catananche|Catananche caerulea,
Cistus_albidus_L,,Cistus_albidus_L,Cistaceae,,,Cistus albidus L,,,,XX-0-NEU-19940107,BestMatch,9.42329,Exact,0,Cistus albidus L,Cistus albidus L.,Cistus albidus,VLHX,Cistus albidus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Cistaceae|Cistoideae|Cistus|Cistus albidus,
Cistus_L,,Cistus_L,Cistaceae,,,Cistus L,,,,XX-0-NEU-19500009,BestMatch,9.42329,Exact,0,Cistus L,Cistus L.,Cistus,3Q9F,Cistus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Cistaceae|Cistoideae|Cistus,
Cistus_parviflorus_Lam,,Cistus_parviflorus_Lam,Cistaceae,,,Cistus parviflorus Lam,,,,XX-0-NEU-20200263,BestMatch,9.42329,Exact,0,Cistus parviflorus Lam,Cistus parviflorus Lam.,Cistus parviflorus,VLPJ,Cistus parviflorus Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Cistaceae|Cistoideae|Cistus|Cistus parviflorus,
Citrus_limon_L_Burmf,,Citrus_limon_L_Burmf,Rutaceae,,,Citrus limon L Burmf,,,,XX-0-NEU-19500010,BestMatch,9.42226,Exact,0,Citrus limon L Burmf,Citrus limon Burm. fil.,Citrus limon,bare-name-03B0402CFF3AE393F923F510DC5CF2E9,,false,194,Plazi,,
Cotinus_coggygria_Scop,,Cotinus_coggygria_Scop,Anacardiaceae,,,Cotinus coggygria Scop,,,,XX-0-NEU-19500011,BestMatch,9.42329,Exact,0,Cotinus coggygria Scop,Cotinus coggygria Scop.,Cotinus coggygria,YXRZ,Cotinus coggygria Scop.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Rhoeae|Cotinus|Cotinus coggygria,
Cupressus_sempervirens_L,,Cupressus_sempervirens_L,Cupressaceae,,,Cupressus sempervirens L,,,,XX-0-NEU-19500012,BestMatch,9.42329,Exact,0,Cupressus sempervirens L,Cupressus sempervirens L.,Cupressus sempervirens,32FXZ,Cupressus sempervirens L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Cupressales|Cupressaceae|Cupressus|Cupressus sempervirens,
