scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path
Callicladium,higher_taxon,genus,path_depth,1,11,11,Callicladium imponens,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Hypnanae|Hypnales|Callicladiaceae|Callicladium|Callicladium imponens
Callidrepana,higher_taxon,genus,path_depth,1,11,11,Callidrepana patrana,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Drepanoidea|Drepanidae|Drepaninae|Callidrepana|Callidrepana patrana
Callopistria,higher_taxon,genus,path_depth,3,11,11,Callopistria rivularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Eriopinae|Callopistria|Callopistria rivularis
Calluga,higher_taxon,genus,path_depth,1,11,11,Calluga costalis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Larentiinae|Calluga|Calluga costalis
Caloneis,higher_taxon,genus,path_depth,1,11,11,Caloneis amphisbaena,Chromista|Harosa|Halvaria|Heterokonta|Ochrophyta|Bacillariophyceae|Bacillariophycidae|Naviculales|Pinnulariaceae|Caloneis|Caloneis amphisbaena
Calonola,higher_taxon,genus,path_depth,1,11,11,Calonola argyria,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Nolidae|Nolinae|Calonola|Calonola argyria
Caltha,higher_taxon,genus,path_depth,1,11,11,Caltha palustris,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Helleboreae|Caltha|Caltha palustris
Caltoris,higher_taxon,genus,path_depth,3,11,11,Caltoris cahira,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Hesperiidae|Hesperiinae|Caltoris|Caltoris cahira
Calymera,higher_taxon,genus,path_depth,1,11,11,Calymera endophaea,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Nolidae|Chloephorinae|Calymera|Calymera endophaea
Calyptra,higher_taxon,genus,path_depth,2,11,11,Calyptra minuticornis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Calpinae|Calyptra|Calyptra minuticornis
Calyptratae,higher_taxon,genus,path_depth,2,11,11,Stomorhina xanthogaster,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Diptera|Brachycera|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Calliphoridae|Rhiniinae|Rhiniini|Stomorhina|Stomorhina xanthogaster
Camonea,higher_taxon,genus,path_depth,1,11,11,Camonea pilosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Convolvulaceae|Convolvuloideae|Convolvuleae|Camonea|Camonea pilosa
Campanula,higher_taxon,genus,path_depth,3,11,11,Campanula pallida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanuloideae|Campanuleae|Campanula|Campanula pallida
Camphora glaucescens,higher_taxon,genus,path_depth,1,11,11,Cinnamomum glaucescens,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Laurales|Lauraceae|Cinnamomeae|Camphora|Camphora glaucescens
Campiglossa,higher_taxon,genus,path_depth,1,11,11,Campiglossa sororcula,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tephritidae|Tephritinae|Tephritini|Campiglossa|Campiglossa sororcula
Camptomastix,higher_taxon,genus,path_depth,1,11,11,Camptomastix hisbonalis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Pyraloidea|Crambidae|Spilomelinae|Camptomastix|Camptomastix hisbonalis
Campylium,higher_taxon,genus,path_depth,1,11,11,Campylium stellatum,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Hypnanae|Hypnales|Amblystegiaceae|Campylium|Campylium stellatum
Campylotes,higher_taxon,genus,path_depth,2,11,11,Campylotes histrionicus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Zygaenoidea|Zygaenidae|Chalcosiinae|Campylotes|Campylotes histrionicus
Candelolepiota,higher_taxon,genus,path_depth,1,11,11,Candelolepiota sinica,Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetidae|Agaricales|Agaricineae|Agaricaceae|Leucocoprineae|Candelolepiota|Candelolepiota sinica
Cangetta,higher_taxon,genus,path_depth,1,11,11,Cangetta hartoghialis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Pyraloidea|Crambidae|Spilomelinae|Cangetta|Cangetta hartoghialis
Canscora,higher_taxon,genus,path_depth,2,11,11,Canscora alata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Chironieae|Canscorinae|Canscora|Canscora alata
Cantharidae,higher_taxon,family,suffix,4,11,11,Cordylocera livida,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Cantharidae|Silinae|Silini|Cordylocera|Cordylocera livida
Canucha,higher_taxon,genus,path_depth,1,11,11,Canucha miranda,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Drepanoidea|Drepanidae|Drepaninae|Canucha|Canucha miranda
Caprimulgidae,higher_taxon,family,suffix,3,11,11,Caprimulgus macrurus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Caprimulgiformes|Caprimulgidae|Caprimulgus|Caprimulgus macrurus
Caprona,higher_taxon,genus,path_depth,1,11,11,Caprona agama,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Hesperiidae|Pyrginae|Caprona|Caprona agama
Capsella,higher_taxon,genus,path_depth,1,11,11,Capsella bursa-pastoris,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Camelineae|Capsella|Capsella bursa-pastoris
Capsicum,higher_taxon,genus,path_depth,3,11,11,Capsicum annuum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanoideae|Capsiceae|Capsicum|Capsicum annuum
Carabini,higher_taxon,tribe,suffix,7,11,12,Carabus franzi,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Carabinae|Carabini|Carabina|Carabus|Carabus|Carabus franzi
Caradrina,higher_taxon,genus,path_depth,1,11,12,Caradrina albina,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Noctuinae|Caradrina|Caradrina|Caradrina albina
Carangiformes,higher_taxon,order,suffix,1,11,11,Coryphaena hippurus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Teleostei|Carangiformes|Coryphaenidae|Coryphaena|Coryphaena hippurus
Cardamine,higher_taxon,genus,path_depth,4,11,11,Cardamine violacea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Cardamineae|Cardamine|Cardamine violacea
Cardiospermum,higher_taxon,genus,path_depth,1,11,11,Cardiospermum halicacabum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Sapindoideae|Paullinieae|Cardiospermum|Cardiospermum halicacabum
Carduinae,higher_taxon,subfamily,suffix,12,11,11,Cirsium verutum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Carduinae|Lophiolepis|Lophiolepis veruta
Carissa,higher_taxon,genus,path_depth,1,11,11,Carissa spinarum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Carisseae|Carissa|Carissa spinarum
Carterocephalus,higher_taxon,genus,path_depth,1,11,11,Carterocephalus avanti,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Hesperiidae|Heteropterinae|Carterocephalus|Carterocephalus avanti
Carya,higher_taxon,genus,path_depth,1,11,11,Carya illinoinensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Juglandoideae|Caryeae|Carya|Carya illinoinensis
Caryopteridinae,higher_taxon,subfamily,suffix,1,11,11,Pseudocaryopteris bicolor,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Ajugoideae|Ajugeae|Caryopteridinae|Pseudocaryopteris|Pseudocaryopteris bicolor
Casminola,higher_taxon,genus,path_depth,1,11,11,Casminola johannstumpfi,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Nolidae|Nolinae|Casminola|Casminola johannstumpfi
Catapaecilma,higher_taxon,genus,path_depth,1,11,11,Catapaecilma major,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Theclinae|Catapaecilma|Catapaecilma major
Catarhoe,higher_taxon,genus,path_depth,1,11,11,Catarhoe fecunda,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Larentiinae|Catarhoe|Catarhoe fecunda
Catharanthinae,higher_taxon,subfamily,suffix,1,11,11,Catharanthus roseus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Vinceae|Catharanthinae|Catharanthus|Catharanthus roseus
Cathcartia,higher_taxon,genus,path_depth,2,11,11,Cathcartia villosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Papaveraceae|Papaveroideae|Papavereae|Cathcartia|Cathcartia villosa
Cathetus,higher_taxon,genus,path_depth,2,11,11,Phyllanthus clarkei,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Phyllanthoideae|Phyllantheae|Cathetus|Cathetus clarkei
Catocala,higher_taxon,genus,path_depth,1,11,11,Catocala prolifica,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Erebinae|Catocala|Catocala prolifica
Catoria,higher_taxon,genus,path_depth,1,11,11,Catoria sublavaria,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Catoria|Catoria sublavaria
Causonis,higher_taxon,genus,path_depth,1,11,11,Causonis trifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Vitales|Vitaceae|Vitoideae|Cayratieae|Causonis|Causonis trifolia
Cecidocharina,higher_taxon,genus,path_depth,1,11,11,Procecidochares utilis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Tephritidae|Tephritinae|Dithrycini|Cecidocharina|Procecidochares|Procecidochares utilis
Ceiba,higher_taxon,genus,path_depth,1,11,11,Ceiba speciosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Bombacoideae|Bombaceae|Ceiba|Ceiba speciosa
Celaenorrhinini,higher_taxon,tribe,suffix,4,11,11,Pseudocoladenia dan,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Hesperiidae|Tagiadinae|Celaenorrhinini|Pseudocoladenia|Pseudocoladenia dan
Celaenorrhinus,higher_taxon,genus,path_depth,5,11,11,Celaenorrhinus leucocera,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Hesperiidae|Pyrginae|Celaenorrhinus|Celaenorrhinus leucocera
Celastrus,higher_taxon,genus,path_depth,1,11,11,Celastrus paniculatus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Celastrales|Celastraceae|Celastroideae|Celastreae|Celastrus|Celastrus paniculatus
Celenna,higher_taxon,genus,path_depth,1,11,11,Celenna festivaria,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Celenna|Celenna festivaria
Celosia,higher_taxon,genus,path_depth,1,11,11,Celosia argentea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Amaranthoideae|Amarantheae|Celosia|Celosia argentea
Centaureinae,higher_taxon,subfamily,suffix,2,11,11,Tricholepis furcata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Tricholepis|Tricholepis furcata
Centaurium,higher_taxon,genus,path_depth,1,11,11,Centaurium pulchellum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Chironieae|Chironiinae|Centaurium|Centaurium pulchellum
Centellinae,higher_taxon,subfamily,suffix,1,11,11,Centella asiatica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Mackinlayoideae|Xanthosieae|Centellinae|Centella|Centella asiatica
Centranthera,higher_taxon,genus,path_depth,1,11,11,Centranthera nepalensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Buchnereae|Escobediinae|Centranthera|Centranthera nepalensis
Cephonodes,higher_taxon,genus,path_depth,1,11,11,Cephonodes hylas,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Bombycoidea|Sphingidae|Macroglossinae|Cephonodes|Cephonodes hylas
Ceracini,higher_taxon,tribe,suffix,3,11,11,Cerace stipatana,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Tortricoidea|Tortricidae|Tortricinae|Ceracini|Cerace|Cerace stipatana
Cerambycidae,higher_taxon,family,suffix,68,11,11,Batocera rufomaculata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Lamiinae|Batocerini|Batocera|Batocera rufomaculata
Cercopoidea,higher_taxon,genus,path_depth,15,11,11,Cosmoscarta bispecularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Cercopidae|Cosmoscartinae|Cosmoscartini|Cosmoscarta|Cosmoscarta bispecularis
Cereinae,higher_taxon,subfamily,suffix,3,11,11,Cereus hildmannianus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Cereeae|Cereinae|Cereus|Cereus hildmannianus
Ceriagrion,higher_taxon,genus,path_depth,6,11,11,Ceriagrion coromandelianum,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Odonata|Zygoptera|Coenagrionoidea|Coenagrionidae|Ceriagrion|Ceriagrion coromandelianum
Cernomantodea,higher_taxon,genus,path_depth,28,11,11,Hierodula tenuidentata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Mantodea|Eumantodea|Schizomantodea|Artimantodea|Cernomantodea|Mantidae|Hierodulinae|Hierodulini|Hierodula|Hierodula tenuidentata
Certhiidae,higher_taxon,family,suffix,4,11,11,Certhia nipalensis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Certhiidae|Certhia|Certhia nipalensis
Cerynea,higher_taxon,genus,path_depth,1,11,11,Cerynea punctilinealis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Acontiinae|Cerynea|Cerynea punctilinealis
Cestrum,higher_taxon,genus,path_depth,5,11,11,Cestrum nocturnum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Cestroideae|Cestreae|Cestrum|Cestrum nocturnum
Cettiidae,higher_taxon,family,suffix,9,11,11,Horornis flavolivaceus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Cettiidae|Horornis|Horornis flavolivaceus
Chadisra,higher_taxon,genus,path_depth,2,11,11,Chadisra bipartita,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Notodontidae|Chadisrinae|Chadisra|Chadisra bipartita
Chalcididae,higher_taxon,family,suffix,2,11,11,Brachymeria lasus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hymenoptera|Apocrita|Terebrantes|Chalcidoidea|Chalcididae|Brachymeriinae|Brachymeria|Brachymeria lasus
Chalciope,higher_taxon,genus,path_depth,1,11,11,Chalciope mygdon,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Erebinae|Chalciope|Chalciope mygdon
Chalcosiini,higher_taxon,tribe,suffix,7,11,11,Eterusia aedea,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Zygaenoidea|Zygaenidae|Chalcosiinae|Chalcosiini|Eterusia|Eterusia aedea
Chamaenerion,higher_taxon,genus,path_depth,3,11,11,Chamaenerion angustifolium,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Onagroideae|Epilobieae|Chamaenerion|Chamaenerion angustifolium
Chamoidea,higher_taxon,genus,path_depth,1,11,11,Chama gryphoides,Eukaryota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Euheterodonta|Imparidentia|Venerida|Chamoidea|Chamidae|Chama|Chama gryphoides
Charaxini,higher_taxon,tribe,suffix,7,11,11,Polyura athamas,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Charaxinae|Charaxini|Polyura|Polyura athamas
Chasmina,higher_taxon,genus,path_depth,1,11,11,Chasmina tibialis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Noctuinae|Chasmina|Chasmina tibialis
Checupa,higher_taxon,genus,path_depth,1,11,11,Checupa fortissima,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Noctuinae|Checupa|Checupa fortissima
Chenopodium,higher_taxon,genus,path_depth,4,11,11,Chenopodium album,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Atripliceae|Chenopodium|Chenopodium album
Cheritrini,higher_taxon,tribe,suffix,2,11,11,Ticherra acte,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Theclinae|Cheritrini|Ticherra|Ticherra acte
Chersotis,higher_taxon,genus,path_depth,1,11,11,Chersotis griseivena,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Noctuinae|Chersotis|Chersotis griseivena
Chezala,higher_taxon,genus,path_depth,1,11,11,Chezala privatella,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Gelechioidea|Oecophoridae|Oecophorinae|Chezala|Chezala privatella
Chiasmia,higher_taxon,genus,path_depth,6,11,12,Chiasmia emersaria,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Chiasmia|Chiasmia emersaria
Chilades,higher_taxon,genus,path_depth,2,11,11,Chilades lajus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Polyommatinae|Chilades|Chilades lajus
Chionocharis,higher_taxon,genus,path_depth,1,11,11,Chionocharis hookeri,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Cynoglossoideae|Lasiocaryeae|Chionocharis|Chionocharis hookeri
Chironomus,higher_taxon,genus,path_depth,1,11,12,Chironomus javanus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Chironomidae|Chironominae|Chironomini|Chironomus|Chironomus|Chironomus javanus
Chlaeniini,higher_taxon,tribe,suffix,8,11,12,Chlaenius bioculatus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Licininae|Chlaeniini|Chlaeniina|Chlaenius|Chlaenius|Chlaenius bioculatus
Chliaria kina,higher_taxon,genus,path_depth,1,11,11,Hypolycaena kina,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Chliaria|Chliaria kina
Chliaria othona,higher_taxon,genus,path_depth,1,11,11,Hypolycaena othona,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Chliaria|Chliaria othona
Chloroclystis,higher_taxon,genus,path_depth,2,11,11,Chloroclystis rubroviridis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Larentiinae|Chloroclystis|Chloroclystis rubroviridis
Chlorodontopera,higher_taxon,genus,path_depth,1,11,11,Chlorodontopera discospilata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Geometrinae|Chlorodontopera|Chlorodontopera discospilata
Chloropseidae,higher_taxon,family,suffix,2,11,11,Chloropsis hardwickii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Chloropseidae|Chloropsis|Chloropsis hardwickii
Choaspes,higher_taxon,genus,path_depth,1,11,11,Choaspes benjaminii,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Hesperiidae|Coeliadinae|Choaspes|Choaspes benjaminii
Chodatia arillata,higher_taxon,genus,path_depth,1,11,11,Polygala arillata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fabales|Polygalaceae|Polygaleae|Chodatia|Chodatia arillata
Chondromorpha,higher_taxon,genus,path_depth,1,11,11,Chondromorpha xanthotricha,Eukaryota|Animalia|Arthropoda|Myriapoda|Diplopoda|Chilognatha|Helminthomorpha|Eugnatha|Merocheta|Chondromorpha|Chondromorpha xanthotricha
Chonemorphinae,higher_taxon,subfamily,suffix,4,11,11,Trachelospermum jasminoides,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Apocyneae|Chonemorphinae|Trachelospermum|Trachelospermum jasminoides
Choreutis,higher_taxon,genus,path_depth,1,11,11,Choreutis aegyptiaca,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Choreutoidea|Choreutidae|Choreutinae|Choreutis|Choreutis aegyptiaca
Chorodna,higher_taxon,genus,path_depth,8,11,11,Chorodna fulgurita,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Geometridae|Ennominae|Chorodna|Chorodna fulgurita
Chorotypidae,higher_taxon,family,suffix,1,11,11,Butania metallica,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Eumastacoidea|Chorotypidae|Erianthinae|Butania|Butania metallica
Chrysididae,higher_taxon,family,suffix,1,11,11,Stilbum cyanurum,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Hymenoptera|Apocrita|Aculeata|Chrysidoidea|Chrysididae|Chrysidinae|Chrysidini|Stilbum|Stilbum cyanurum
Chrysonoma,higher_taxon,genus,path_depth,1,11,11,Chrysonoma fascialis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Gelechioidea|Oecophoridae|Oecophorinae|Chrysonoma|Chrysonoma fascialis
Chrysopera,higher_taxon,genus,path_depth,1,11,11,Chrysopera combinans,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Erebidae|Erebinae|Chrysopera|Chrysopera combinans
Chrysozephyrus,higher_taxon,genus,path_depth,2,11,11,Chrysozephyrus dumoides,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Lycaeninae|Chrysozephyrus|Chrysozephyrus dumoides
Chundana,higher_taxon,genus,path_depth,1,11,11,Chundana emarginata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Geometroidea|Uraniidae|Epipleminae|Chundana|Chundana emarginata
Cicadoidea,higher_taxon,genus,path_depth,38,11,11,Eopycna repanda,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cicadoidea|Cicadidae|Cicadinae|Platypleurini|Eopycna|Eopycna repanda
Cichliformes,higher_taxon,order,suffix,1,11,11,Oreochromis niloticus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Teleostei|Cichliformes|Cichlidae|Pseudocrenilabrinae|Oreochromis|Oreochromis niloticus
Cichoriinae,higher_taxon,subfamily,suffix,1,11,11,Cichorium endivia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cichorioideae|Cichorieae|Cichoriinae|Cichorium|Cichorium endivia
Cicindelini,higher_taxon,tribe,suffix,15,11,11,Cicindela flavomaculata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela flavomaculata
Ciconiidae,higher_taxon,family,suffix,6,11,11,Leptoptilos javanicus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Ciconiiformes|Ciconiidae|Leptoptilos|Leptoptilos javanicus
Cigaritini,higher_taxon,tribe,suffix,5,11,11,Cigaritis nipalicus,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Aphnaeinae|Cigaritini|Cigaritina|Cigaritis|Cigaritis nipalicus
Cinclidae,higher_taxon,family,suffix,1,11,11,Cinclus pallasii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Cinclidae|Cinclus|Cinclus pallasii
Cipadessa,higher_taxon,genus,path_depth,1,11,11,Cipadessa baccifera,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Meliaceae|Melioideae|Trichilieae|Cipadessa|Cipadessa baccifera
Circaea,higher_taxon,genus,path_depth,1,11,11,Circaea alpina,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Onagroideae|Circaeeae|Circaea|Circaea alpina
Cirrhochrista,higher_taxon,genus,path_depth,1,11,11,Cirrhochrista fumipalpis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Pyraloidea|Crambidae|Spilomelinae|Cirrhochrista|Cirrhochrista fumipalpis
Cissampelos,higher_taxon,genus,path_depth,2,11,11,Cissampelos pareira,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Menispermaceae|Menispermoideae|Cissampelideae|Cissampelos|Cissampelos pareira
