scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Callosciurinae,higher_taxon,subfamily,suffix,5,15,15,Funambulus pennantii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Rodentia|Sciuromorpha|Sciuridae|Callosciurinae|Funambulus|Prasadsciurus|Funambulus pennantii,BestMatch,9.41215,Exact,0,Callosciurinae,"Callosciurinae Pocock, 1923",Callosciurinae,J9G,"Callosciurinae Pocock, 1923",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Rodentia|Sciuromorpha|Sciuridae|Callosciurinae,
Calomycterus,higher_taxon,genus,path_depth,1,15,15,Calomycterus setarius,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionidae|Entiminae|Cyphicerini|Acanthotrachelina|Calomycterus|Calomycterus setarius,BestMatch,9.41215,Exact,0,Calomycterus,"Calomycterus Roelofs, 1873",Calomycterus,8HDDP,"Calomycterus Roelofs, 1873",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionidae|Entiminae|Cyphicerini|Acanthotrachelina|Calomycterus,
Camelus,higher_taxon,genus,path_depth,1,15,15,Camelus dromedarius,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Camelidae|Camelini|Camelus|Camelus dromedarius,BestMatch,9.41215,Exact,0,Camelus,"Camelus Linnaeus, 1758",Camelus,3GC7,"Camelus Linnaeus, 1758",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Camelidae|Camelini|Camelus,
Canis,higher_taxon,genus,path_depth,3,15,15,Canis familiaris,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Carnivora|Caniformia|Canidae|Canis|Canis familiaris,BestMatch,9.41215,Exact,0,Canis,"Canis Linnaeus, 1758",Canis,3GTH,"Canis Linnaeus, 1758",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Carnivora|Caniformia|Canidae|Canis,
Cantharis pallida,higher_taxon,genus,path_depth,1,15,15,Cantharis cryptica,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Cantharidae|Cantharinae|Cantharini|Cantharis|Cantharis pallida|Cantharis cryptica,BestMatch,9.41145,Exact,0,Cantharis pallida,Cantharis pallida,Cantharis pallida,1639676,Cantharis pallida,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Cantharidae|Cantharinae|Cantharini|Cantharis|Cantharis pallida,
Caprini,higher_taxon,tribe,suffix,7,15,15,Hemitragus jemlahicus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Bovidae|Antilopinae|Caprini|Hemitragus|Hemitragus jemlahicus,BestMatch,9.41215,Exact,0,Caprini,"Caprini Gray, 1821",Caprini,VBPH5,"Caprini Gray, 1821",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Bovidae|Antilopinae|Caprini,
Cercopithecoidea,higher_taxon,genus,path_depth,6,15,15,Macaca mulatta,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea|Cercopithecidae|Cercopithecinae|Papionini|Macaca|Macaca mulatta,BestMatch,9.41215,Exact,0,Cercopithecoidea,"Cercopithecoidea Gray, 1821",Cercopithecoidea,4X9,"Cercopithecoidea Gray, 1821",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Haplorrhini|Simiiformes|Cercopithecoidea,
Cerodontha,higher_taxon,genus,path_depth,1,15,15,Cerodontha iraeos,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Diptera|Brachycera|Cyclorrhapha|Schizophora|Acalyptratae|Opomyzoidea|Agromyzidae|Phytomyzinae|Cerodontha|Dizygomyza|Cerodontha iraeos,BestMatch,9.41215,Exact,0,Cerodontha,"Cerodontha Rondani, 1861",Cerodontha,BXZ62,"Cerodontha Rondani, 1861",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Agromyzidae|Phytomyzinae|Cerodontha,
Cerogria,higher_taxon,genus,path_depth,3,15,16,Cerogria quadrimaculata,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Lagriinae|Lagriini|Lagriina|Cerogria|Cerogria|Cerogria quadrimaculata,BestMatch,9.41145,Exact,0,Cerogria,Cerogria,Cerogria,1311734,Cerogria,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Lagriinae|Lagriini|Lagriina|Cerogria|Cerogria,
Cervini,higher_taxon,tribe,suffix,4,15,15,Axis axis,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Cervidae|Cervinae|Cervini|Axis|Axis axis,BestMatch,9.41215,Exact,0,Cervini,"Cervini Goldfuss, 1820",Cervini,VBQZF,"Cervini Goldfuss, 1820",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Artiodactyla|Cervidae|Cervinae|Cervini,
Cetonia,higher_taxon,genus,path_depth,2,15,16,Cetonia aurataeformis,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Scarabaeiformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Cetoniini|Cetoniina|Cetonia|Cetonia|Cetonia aurataeformis,BestMatch,9.41215,Exact,0,Cetonia,"Cetonia Fabricius, 1775",Cetonia,3LCP,"Cetonia Fabricius, 1775",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Cetoniini|Cetoniina|Cetonia,
Chiloloba,higher_taxon,genus,path_depth,1,15,15,Chiloloba acuta,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Cetoniini|Cetoniina|Chiloloba|Chiloloba acuta,BestMatch,9.41215,Exact,0,Chiloloba,"Chiloloba Burmeister, 1842",Chiloloba,62M6L,"Chiloloba Burmeister, 1842",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Cetoniini|Cetoniina|Chiloloba,
Cicindela aurulenta,higher_taxon,genus,path_depth,1,15,15,Cosmodela aurulenta,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela aurulenta,BestMatch,9.41215,Exact,0,Cicindela aurulenta,"Cicindela (Cosmodela) aurulenta Fabricius, 1801",Cicindela aurulenta,V8D7,"Cicindela (Cosmodela) aurulenta Fabricius, 1801",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela aurulenta,
Cicindela chloris,higher_taxon,genus,path_depth,1,15,15,Calomera chloris,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela chloris,BestMatch,9.41215,Exact,0,Cicindela chloris,"Cicindela (Calomera) chloris Hope, 1831",Cicindela chloris,V87K,"Cicindela (Calomera) chloris Hope, 1831",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela chloris,
Cicindela funerea,higher_taxon,genus,path_depth,1,15,15,Calomera funerea,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela funerea,BestMatch,9.41215,Exact,0,Cicindela funerea,"Cicindela (Calomera) funerea W.S.MacLeay, 1825",Cicindela funerea,V87T,"Cicindela (Calomera) funerea W.S.MacLeay, 1825",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela funerea,
Cicindela virgula,higher_taxon,genus,path_depth,1,15,15,Cosmodela virgula,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela virgula,BestMatch,9.41215,Exact,0,Cicindela virgula,"Cicindela (Cosmodela) virgula Fleutiaux, 1894",Cicindela virgula,V8DK,"Cicindela (Cosmodela) virgula Fleutiaux, 1894",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Cicindelinae|Cicindelini|Cicindelina|Cicindela|Cicindela|Cicindela virgula,
Cidnopus,higher_taxon,genus,path_depth,1,15,15,Cidnopus pilosus,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Elateridae|Dendrometrinae|Dendrometrini|Dendrometrina|Cidnopus|Cidnopus pilosus,BestMatch,9.41145,Exact,0,Cidnopus,Cidnopus,Cidnopus,461707,Cidnopus,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Elateroidea|Elateridae|Dendrometrinae|Dendrometrini|Dendrometrina|Cidnopus,
Cimicoidea,higher_taxon,genus,path_depth,3,15,15,Anthocoris nemorum,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Acercaria|Hemiptera|Heteroptera|Cimicomorpha|Cimicoidea|Anthocoridae|Anthocorinae|Anthocorini|Anthocoris|Anthocoris nemorum,BestMatch,9.41215,Exact,0,Cimicoidea,Cimicoidea,Cimicoidea,4Y9,Cimicoidea,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Heteroptera|Cimicomorpha|Cimicoidea,
Cladonota,higher_taxon,genus,path_depth,1,15,16,Cladonota apicalis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Membracidae|Membracinae|Hypsoprorini|Cladonota|Cladonota|Cladonota apicalis,BestMatch,9.41215,Exact,0,Cladonota,"Cladonota Stål, 1870",Cladonota,CLGXP,"Cladonota Stål, 1870",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Membracidae|Membracinae|Hypsoprorini|Cladonota,
Clinteria,higher_taxon,genus,path_depth,3,15,16,Clinteria confinis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Gymnetini|Gymnetina|Clinteria|Clinteria|Clinteria confinis,BestMatch,9.41215,Exact,0,Clinteria,"Clinteria Burmeister, 1842",Clinteria,3R2Y,"Clinteria Burmeister, 1842",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Gymnetini|Gymnetina|Clinteria,
Clovia,higher_taxon,genus,path_depth,1,15,15,Clovia conifer,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Aphrophoridae|Aphrophorinae|Cloviini|Clovia|Clovia conifer,BestMatch,9.41215,Exact,0,Clovia,"Clovia Stål, 1866",Clovia,MXPVF,"Clovia Stål, 1866",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Aphrophoridae|Aphrophorinae|Cloviini|Clovia,
Coelognathus,higher_taxon,genus,path_depth,2,15,15,Coelognathus radiatus,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Reptilia|Squamata|Serpentes|Alethinophidia|Colubridae|Colubrinae|Coelognathus|Coelognathus radiatus,BestMatch,9.41215,Exact,0,Coelognathus,Coelognathus,Coelognathus,3RVP,Coelognathus,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Reptilia|Squamata|Serpentes|Alethinophidia|Colubridae|Colubrinae|Coelognathus,
Cofana,higher_taxon,genus,path_depth,1,15,15,Cofana spectra,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Cicadellidae|Cicadellinae|Cicadellini|Cofana|Cofana spectra,BestMatch,9.41215,Exact,0,Cofana,"Cofana Melichar, 1926",Cofana,8HGK5,"Cofana Melichar, 1926",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Cicadellidae|Cicadellinae|Cicadellini|Cofana,
Coilodera,higher_taxon,genus,path_depth,1,15,15,Coilodera penicillata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Taenioderini|Taenioderina|Coilodera|Coilodera penicillata,BestMatch,9.41215,Exact,0,Coilodera,"Coilodera Hope, 1831",Coilodera,3S4J,"Coilodera Hope, 1831",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Taenioderini|Taenioderina|Coilodera,
Colaspis,higher_taxon,genus,path_depth,1,15,15,Colaspis laeta,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Eumolpinae|Eumolpini|Iphimeites|Colaspis|Colaspis laeta,BestMatch,9.41215,Exact,0,Colaspis,"Colaspis Fabricius, 1801",Colaspis,3S5Y,"Colaspis Fabricius, 1801",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Eumolpinae|Eumolpini|Colaspis,
Conothoa,higher_taxon,genus,path_depth,2,15,15,Ochotona roylii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Lagomorpha|Ochotonidae|Ochotona|Conothoa|Ochotona roylii,BestMatch,9.41215,Exact,0,Conothoa,"Conothoa Lyon, 1904",Conothoa,8P3D3,"Conothoa Lyon, 1904",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Lagomorpha|Ochotonidae|Ochotona|Conothoa,
Coptops leucosticticus,higher_taxon,genus,path_depth,1,15,15,Coptops leucostictica,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Lamiinae|Mesosini|Coptops|Coptops leucosticticus,BestMatch,9.41215,Exact,0,Coptops leucosticticus,"Coptops leucosticticus White, 1858",Coptops leucosticticus,Y83L,"Coptops leucosticticus White, 1858",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Cerambycidae|Lamiinae|Mesosini|Coptops|Coptops leucosticticus,
Cosmoscarta,higher_taxon,genus,path_depth,4,15,15,Cosmoscarta bispecularis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Cercopidae|Cosmoscartinae|Cosmoscartini|Cosmoscarta|Cosmoscarta bispecularis,BestMatch,9.41215,Exact,0,Cosmoscarta,"Cosmoscarta Stål, 1869",Cosmoscarta,62NS8,"Cosmoscarta Stål, 1869",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Cercopoidea|Cercopidae|Cosmoscartinae|Cosmoscartini|Cosmoscarta,
Costalimaita,higher_taxon,genus,path_depth,1,15,15,Costalimaita ferruginea,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Eumolpinae|Eumolpini|Iphimeites|Costalimaita|Costalimaita ferruginea,BestMatch,9.41145,Exact,0,Costalimaita,Costalimaita,Costalimaita,866083,Costalimaita,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Eumolpinae|Eumolpini|Iphimeites|Costalimaita,
Crepidaspis,higher_taxon,genus,path_depth,3,15,15,Cassida circumdata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Cassidinae|Cassidini|Cassida|Crepidaspis|Cassida circumdata,BestMatch,9.41215,Exact,0,Crepidaspis,"Crepidaspis Spaeth, 1912",Crepidaspis,8P3DN,"Crepidaspis Spaeth, 1912",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Cassidinae|Cassidini|Cassida|Crepidaspis,
Cynipoidea,higher_taxon,genus,path_depth,1,15,15,Belonocnema treatae,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Hymenoptera|Apocrita|Terebrantes|Cynipoidea|Cynipidae|Cynipinae|Cynipini|Belonocnema|Belonocnema treatae,BestMatch,9.41215,Exact,0,Cynipoidea,"Cynipoidea Latreille, 1802",Cynipoidea,KZYLY,"Cynipoidea Latreille, 1802",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hymenoptera|Apocrita|Terebrantes|Cynipoidea,
Cynopterinae,higher_taxon,subfamily,suffix,1,15,15,Cynopterus sphinx,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Chiroptera|Yinpterochiroptera|Pteropodidae|Cynopterinae|Cynopterini|Cynopterus|Cynopterus sphinx,BestMatch,9.41215,Exact,0,Cynopterinae,"Cynopterinae Andersen, 1912",Cynopterinae,7NLQ2,"Cynopterinae Andersen, 1912",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Mammalia|Theria|Eutheria|Chiroptera|Yinpterochiroptera|Pteropodidae|Cynopterinae,
Cyrtepistomus,higher_taxon,genus,path_depth,1,15,15,Cyrtepistomus castaneus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionidae|Entiminae|Cyphicerini|Cyphicerina|Cyrtepistomus|Cyrtepistomus castaneus,BestMatch,9.41215,Exact,0,Cyrtepistomus,"Cyrtepistomus Marshall, 1913",Cyrtepistomus,8HF8D,"Cyrtepistomus Marshall, 1913",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionidae|Entiminae|Cyphicerini|Cyphicerina|Cyrtepistomus,
Daboia,higher_taxon,genus,path_depth,1,15,15,Daboia russelii,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Reptilia|Squamata|Serpentes|Alethinophidia|Viperidae|Viperinae|Daboia|Daboia russelii,BestMatch,9.41215,Exact,0,Daboia,Daboia,Daboia,3Z82,Daboia,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Reptilia|Squamata|Serpentes|Alethinophidia|Viperidae|Viperinae|Daboia,
Darthula,higher_taxon,genus,path_depth,1,15,15,Darthula hardwickii,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Aetalionidae|Aetalioninae|Darthulini|Darthula|Darthula hardwickii,BestMatch,9.41215,Exact,0,Darthula,"Darthula Kirkaldy, 1900",Darthula,8HHB7,"Darthula Kirkaldy, 1900",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Cicadomorpha|Clypeata|Membracoidea|Aetalionidae|Aetalioninae|Darthulini|Darthula,
Diabolocatantops,higher_taxon,genus,path_depth,2,15,15,Diabolocatantops innotabilis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Catantopinae|Catantopini|Catantopina|Diabolocatantops|Diabolocatantops innotabilis,BestMatch,9.41215,Exact,0,Diabolocatantops,"Diabolocatantops Jago, 1984",Diabolocatantops,8NQRT,"Diabolocatantops Jago, 1984",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Catantopinae|Catantopini|Catantopina|Diabolocatantops,
Diaperis,higher_taxon,genus,path_depth,2,15,15,Diaperis boleti,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Diaperinae|Diaperini|Diaperina|Diaperis|Diaperis boleti,BestMatch,9.41215,Exact,0,Diaperis,"Diaperis Geoffroy, 1762",Diaperis,KV8LF,"Diaperis Geoffroy, 1762",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Tenebrionidae|Diaperinae|Diaperini|Diaperina|Diaperis,
Dicranotropis,higher_taxon,genus,path_depth,1,15,16,Dicranotropis hamata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Fulgoromorpha|Delphacoidea|Delphacidae|Delphacinae|Delphacini|Delphacina|Dicranotropis|Dicranotropis|Dicranotropis hamata,BestMatch,9.41215,Exact,0,Dicranotropis,"Dicranotropis (Dicranotropis) Fieber, 1866",Dicranotropis subgen. Dicranotropis,44V8,"Dicranotropis (Dicranotropis) Fieber, 1866",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Fulgoromorpha|Delphacoidea|Delphacidae|Delphacinae|Delphacini|Delphacina|Dicranotropis|Dicranotropis,
Dicronocephalus,higher_taxon,genus,path_depth,1,15,15,Dicronocephalus bowringi,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Goliathini|Dicronocephalina|Dicronocephalus|Dicronocephalus bowringi,BestMatch,9.41215,Exact,0,Dicronocephalus,"Dicronocephalus Hope, 1831",Dicronocephalus,44WB,"Dicronocephalus Hope, 1831",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Polyphaga|Staphyliniformia|Scarabaeoidea|Scarabaeidae|Cetoniinae|Goliathini|Dicronocephalina|Dicronocephalus,
Didymocorypha,higher_taxon,genus,path_depth,1,15,15,Didymocorypha libaii,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Mantodea|Eumantodea|Schizomantodea|Artimantodea|Cernomantodea|Eremiaphilidae|Iridinae|Didymocoryphini|Didymocorypha|Didymocorypha libaii,BestMatch,9.41215,Exact,0,Didymocorypha,"Didymocorypha Wood-Mason, 1877",Didymocorypha,8NQVQ,"Didymocorypha Wood-Mason, 1877",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Mantodea|Eumantodea|Schizomantodea|Artimantodea|Cernomantodea|Eremiaphilidae|Iridinae|Didymocoryphini|Didymocorypha,
Diostrombus,higher_taxon,genus,path_depth,1,15,15,Diostrombus politus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Fulgoromorpha|Fulgoroidea|Derbidae|Otiocerinae|Zoraidini|Lyddina|Diostrombus|Diostrombus politus,BestMatch,9.41215,Exact,0,Diostrombus,"Diostrombus Uhler, 1896",Diostrombus,NJ556,"Diostrombus Uhler, 1896",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Auchenorrhyncha|Fulgoromorpha|Fulgoroidea|Derbidae|Otiocerinae|Zoraidini|Lyddina|Diostrombus,
Diplopterinae,higher_taxon,subfamily,suffix,1,15,15,Diploptera punctata,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Polyneoptera|Blattodea|Blaberoidea|Blaberidae|Diplopterinae|Diploptera|Diploptera punctata,BestMatch,9.41215,Exact,0,Diplopterinae,Diplopterinae,Diplopterinae,8MPMF,Diplopterinae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Blattodea|Blaberoidea|Blaberidae|Diplopterinae,
