scientific_name,taxon_level,taxon_rank,taxon_rank_source,source_species_count,path_depth_min,path_depth_max,example_species,example_classification_path,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Boletellus,higher_taxon,genus,path_depth,2,8,8,Boletellus emodensis,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Boletellus|Boletellus emodensis,BestMatch,9.41215,Exact,0,Boletellus,Boletellus,Boletellus,3B86,Boletellus,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Boletellus,
Bombycoidea,higher_taxon,genus,path_depth,96,8,8,Eupterote undata,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Bombycoidea|Eupterotidae|Eupterotinae|Eupterote|Eupterote undata,BestMatch,9.41215,Exact,0,Bombycoidea,Bombycoidea,Bombycoidea,4V9,Bombycoidea,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Bombycoidea,
Bombyliidae,higher_taxon,family,suffix,2,8,8,Ligyra tantalus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Bombyliidae|Anthracinae|Exoprosopini|Ligyra|Ligyra tantalus,BestMatch,9.41215,Exact,0,Bombyliidae,Bombyliidae,Bombyliidae,622GM,Bombyliidae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Bombyliidae,
Bonnaya,higher_taxon,genus,path_depth,4,8,9,Bonnaya antipoda,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Linderniaceae|Bonnaya|Bonnaya antipoda,BestMatch,9.41215,Exact,0,Bonnaya,Bonnaya Link & Otto,Bonnaya,62H7S,Bonnaya Link & Otto,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Linderniaceae|Bonnaya,
Boraginaceae,higher_taxon,family,suffix,20,8,8,Cynoglossum zeylanicum,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Cynoglossoideae|Rochelieae|Eritrichiinae|Rochelia|Rochelia zeylanica,BestMatch,9.41215,Exact,0,Boraginaceae,Boraginaceae Juss.,Boraginaceae,622G7,Boraginaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae,
Borofutus,higher_taxon,genus,path_depth,1,8,8,Borofutus dhakanus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Borofutus|Borofutus dhakanus,BestMatch,9.41215,Exact,0,Borofutus,Borofutus,Borofutus,3BPN,Borofutus,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Boletales|Boletaceae|Borofutus,
Botrychioideae,higher_taxon,subfamily,suffix,2,8,9,Japanobotrychum lanuginosum,Plantae|Tracheophyta|Polypodiopsida|Ophioglossidae|Ophioglossales|Ophioglossaceae|Botrychioideae|Japanobotrychum|Japanobotrychum lanuginosum,BestMatch,9.41215,Exact,0,Botrychioideae,Botrychioideae C.Presl,Botrychioideae,J8F,Botrychioideae C.Presl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Ophioglossales|Ophioglossaceae|Botrychioideae,
Brachycera,higher_taxon,genus,path_depth,13,8,13,Stomorhina xanthogaster,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Diptera|Brachycera|Cyclorrhapha|Schizophora|Calyptratae|Oestroidea|Calliphoridae|Rhiniinae|Rhiniini|Stomorhina|Stomorhina xanthogaster,BestMatch,9.41145,Exact,0,Brachycera,Brachycera,Brachycera,130052,Brachycera,false,3,ITIS,Animalia|Bilateria|Protostomia|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Holometabola|Diptera|Brachycera,
Brassicaceae,higher_taxon,family,suffix,36,8,8,Brassica rapa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Brassiceae|Brassicinae|Brassica|Brassica rapa,BestMatch,9.41215,Exact,0,Brassicaceae,Brassicaceae Burnett,Brassicaceae,C6GCC,Brassicaceae Burnett,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae,
Bromeliaceae,higher_taxon,family,suffix,3,8,8,Ananas comosus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae|Ananas|Ananas comosus,BestMatch,9.41215,Exact,0,Bromeliaceae,Bromeliaceae,Bromeliaceae,622GQ,Bromeliaceae,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Bromeliaceae,
Bryanae,higher_taxon,genus,path_depth,6,8,8,Ptychostomum pseudotriquetrum,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Bryanae|Bryales|Bryaceae|Ptychostomum|Ptychostomum pseudotriquetrum,BestMatch,9.41215,Exact,0,Bryanae,Bryanae Goffinet & W.R. Buck,Bryanae,9KTDY,Bryanae Goffinet & W.R. Buck,false,1,Catalogue of Life,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Bryanae,
Bryoria,higher_taxon,genus,path_depth,1,8,8,Bryoria furcellata,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Bryoria|Bryoria furcellata,BestMatch,9.41215,Exact,0,Bryoria,Bryoria,Bryoria,3DP6,Bryoria,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Parmeliaceae|Bryoria,
Buellia,higher_taxon,genus,path_depth,1,8,8,Buellia erubescens,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Buellia|Buellia erubescens,BestMatch,9.41215,Exact,0,Buellia,Buellia,Buellia,62GTM,Buellia,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Caliciales|Caliciaceae|Buellia,
Burmanniaceae,higher_taxon,family,suffix,1,8,8,Burmannia nepalensis,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Dioscoreales|Burmanniaceae|Burmannia|Burmannia nepalensis,BestMatch,9.41215,Exact,0,Burmanniaceae,Burmanniaceae,Burmanniaceae,7GN,Burmanniaceae,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Dioscoreales|Burmanniaceae,
Burseraceae,higher_taxon,family,suffix,2,8,8,Bursera penicillata,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Burseraceae|Bursereae|Bursera|Bursera penicillata,BestMatch,9.41215,Exact,0,Burseraceae,Burseraceae Kunth,Burseraceae,7GV,Burseraceae Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Burseraceae,
Buthidae,higher_taxon,family,suffix,4,8,8,Reddyanus assamensis,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Scorpiones|Buthidae|Reddyanus|Reddyanus assamensis,BestMatch,9.41215,Exact,0,Buthidae,"Buthidae C.L. Koch, 1837",Buthidae,7GY,"Buthidae C.L. Koch, 1837",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Scorpiones|Buthidae,
Buxaceae,higher_taxon,family,suffix,5,8,8,Sarcococca hookeriana,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Buxales|Buxaceae|Pachysandroideae|Sarcococca|Sarcococca hookeriana,BestMatch,9.41215,Exact,0,Buxaceae,Buxaceae Dumort.,Buxaceae,7H5,Buxaceae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Buxales|Buxaceae,
Cactaceae,higher_taxon,family,suffix,24,8,11,Opuntia monacantha,Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Caryophyllanae|Caryophyllales|Cactaceae|Opuntia|Opuntia monacantha,BestMatch,9.41215,Exact,0,Cactaceae,Cactaceae Juss.,Cactaceae,7HS,Cactaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae,
Caelifera,higher_taxon,genus,path_depth,131,8,8,Xenocatantops humilis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera|Acrididea|Acridoidea|Acrididae|Catantopinae|Catantopini|Xenocatantops|Xenocatantops humilis,BestMatch,9.41215,Exact,0,Caelifera,"Caelifera Ander, 1936",Caelifera,8NKFL,"Caelifera Ander, 1936",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Caelifera,
Calceolariaceae,higher_taxon,family,suffix,1,8,8,Calceolaria tripartita,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Calceolariaceae|Calceolaria|Calceolaria tripartita,BestMatch,9.41215,Exact,0,Calceolariaceae,Calceolariaceae Olmstead,Calceolariaceae,7JJ,Calceolariaceae Olmstead,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Calceolariaceae,
Calliduloidea,higher_taxon,genus,path_depth,4,8,8,Tetragonus catamitus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Calliduloidea|Callidulidae|Callidulinae|Tetragonus|Tetragonus catamitus,BestMatch,9.41215,Exact,0,Calliduloidea,Calliduloidea,Calliduloidea,4VZ,Calliduloidea,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Calliduloidea,
Calliphoridae,higher_taxon,family,suffix,16,8,13,Chrysomya megacephala,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Calliphoridae|Chrysomyinae|Chrysomya|Chrysomya megacephala,BestMatch,9.41215,Exact,0,Calliphoridae,"Calliphoridae Brauer & Bergenstamm, 1889",Calliphoridae,BXWBJ,"Calliphoridae Brauer & Bergenstamm, 1889",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Calliphoridae,
Callistosporium,higher_taxon,genus,path_depth,1,8,8,Callistosporium luteo-olivaceum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Callistosporiaceae|Callistosporium|Callistosporium luteo-olivaceum,BestMatch,9.41215,Exact,0,Callistosporium,Callistosporium,Callistosporium,3FLJ,Callistosporium,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Callistosporiaceae|Callistosporium,
Calogaya,higher_taxon,genus,path_depth,1,8,8,Calogaya saxicola,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Calogaya|Calogaya saxicola,BestMatch,9.41215,Exact,0,Calogaya,Calogaya,Calogaya,62L35,Calogaya,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Calogaya,
Calophyllaceae,higher_taxon,family,suffix,1,8,8,Mesua ferrea,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Calophyllaceae|Mesua|Mesua ferrea,BestMatch,9.41215,Exact,0,Calophyllaceae,Calophyllaceae J.Agardh,Calophyllaceae,622JQ,Calophyllaceae J.Agardh,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Calophyllaceae,
Caloplaca,higher_taxon,genus,path_depth,1,8,8,Caloplaca cerina,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Caloplaca|Caloplaca cerina,BestMatch,9.41215,Exact,0,Caloplaca,Caloplaca,Caloplaca,3FWK,Caloplaca,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Teloschistales|Teloschistaceae|Caloplaca,
Calvatia,higher_taxon,genus,path_depth,1,8,8,Calvatia gigantea,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lycoperdaceae|Calvatia|Calvatia gigantea,BestMatch,9.41215,Exact,0,Calvatia,Calvatia,Calvatia,62L2M,Calvatia,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Lycoperdaceae|Calvatia,
Calycina,higher_taxon,genus,path_depth,1,8,8,Calycina citrina,Eukaryota|Fungi|Ascomycota|Leotiomycetes|Helotiales|Pezizellaceae|Calycina|Calycina citrina,BestMatch,9.41215,Exact,0,Calycina,Calycina,Calycina,3G49,Calycina,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Leotiomycetes|Helotiales|Pezizellaceae|Calycina,
Campanulaceae,higher_taxon,family,suffix,21,8,8,Campanula pallida,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae|Campanuloideae|Campanuleae|Campanula|Campanula pallida,BestMatch,9.41215,Exact,0,Campanulaceae,Campanulaceae Juss.,Campanulaceae,LZZSM,Campanulaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Campanulaceae,
Candelaria,higher_taxon,genus,path_depth,2,8,8,Candelaria concolor,Eukaryota|Fungi|Ascomycota|Candelariomycetes|Candelariales|Candelariaceae|Candelaria|Candelaria concolor,BestMatch,9.41215,Exact,0,Candelaria,Candelaria,Candelaria,3GRW,Candelaria,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Candelariomycetes|Candelariales|Candelariaceae|Candelaria,
Candelariella,higher_taxon,genus,path_depth,2,8,8,Candelariella rosulans,Eukaryota|Fungi|Ascomycota|Candelariomycetes|Candelariales|Candelariaceae|Candelariella|Candelariella rosulans,BestMatch,9.41215,Exact,0,Candelariella,Candelariella,Candelariella,3GRX,Candelariella,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Candelariomycetes|Candelariales|Candelariaceae|Candelariella,
Candolleomyces,higher_taxon,genus,path_depth,1,8,8,Candolleomyces candolleanus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Candolleomyces|Candolleomyces candolleanus,BestMatch,9.41215,Exact,0,Candolleomyces,Candolleomyces,Candolleomyces,9YLPB,Candolleomyces,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Psathyrellaceae|Candolleomyces,
Cannabaceae,higher_taxon,family,suffix,4,8,8,Cannabis sativa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Cannabaceae|Cannabis|Cannabis sativa,BestMatch,9.41215,Exact,0,Cannabaceae,Cannabaceae Martinov,Cannabaceae,7NV,Cannabaceae Martinov,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Cannabaceae,
Cannaceae,higher_taxon,family,suffix,1,8,8,Canna indica,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Cannaceae|Canna|Canna indica,BestMatch,9.41215,Exact,0,Cannaceae,Cannaceae,Cannaceae,7NW,Cannaceae,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Zingiberales|Cannaceae,
Cantharellus,higher_taxon,genus,path_depth,2,8,8,Cantharellus lateritius,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Cantharellus|Cantharellus lateritius,BestMatch,9.41215,Exact,0,Cantharellus,Cantharellus,Cantharellus,7NRT6,Cantharellus,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Cantharellus,
Capitata,higher_taxon,genus,path_depth,1,8,8,Porpita porpita,Eukaryota|Animalia|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Capitata|Porpitidae|Porpita|Porpita porpita,BestMatch,9.41189,Exact,0,Capitata,"Capitata Kühn, 1913 () sensu stricto",Capitata,7NFH6,"Capitata Kühn, 1913 () sensu stricto",false,1,Catalogue of Life,Eukaryota|Animalia|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Capitata,
Capparaceae,higher_taxon,family,suffix,4,8,8,Capparis spinosa,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Capparaceae|Cappareae|Capparis|Capparis spinosa,BestMatch,9.41215,Exact,0,Capparaceae,Capparaceae Juss.,Capparaceae,7PH,Capparaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Capparaceae,
Caprifoliaceae,higher_taxon,family,suffix,23,8,8,Morina longifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae|Morinoideae|Morina|Morina longifolia,BestMatch,9.41215,Exact,0,Caprifoliaceae,Caprifoliaceae Adans.,Caprifoliaceae,KV2D5,Caprifoliaceae Adans.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae,
Caricaceae,higher_taxon,family,suffix,1,8,8,Carica papaya,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Caricaceae|Carica|Carica papaya,BestMatch,9.41215,Exact,0,Caricaceae,Caricaceae Dumort.,Caricaceae,7QZ,Caricaceae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Caricaceae,
Caryophyllaceae,higher_taxon,family,suffix,49,8,8,Dianthus barbatus,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Caryophylleae|Caryophyllinae|Dianthus|Dianthus barbatus,BestMatch,9.41215,Exact,0,Caryophyllaceae,Caryophyllaceae Juss.,Caryophyllaceae,7RZ,Caryophyllaceae Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae,
Casuarinaceae,higher_taxon,family,suffix,1,8,8,Casuarina equisetifolia,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Casuarinaceae|Casuarina|Casuarina equisetifolia,BestMatch,9.41215,Exact,0,Casuarinaceae,Casuarinaceae R.Br.,Casuarinaceae,7SM,Casuarinaceae R.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Fagales|Casuarinaceae,
Celastraceae,higher_taxon,family,suffix,11,8,8,Parnassia nubicola,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Celastrales|Celastraceae|Parnassioideae|Parnassia|Parnassia nubicola,BestMatch,9.41215,Exact,0,Celastraceae,Celastraceae R.Br.,Celastraceae,622JV,Celastraceae R.Br.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Celastrales|Celastraceae,
Cellulariella,higher_taxon,genus,path_depth,1,8,8,Trametes warnieri,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Cellulariella|Cellulariella warnieri,BestMatch,9.41215,Exact,0,Cellulariella,Cellulariella,Cellulariella,3K2S,Cellulariella,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Cellulariella,
Ceratiomyxa,higher_taxon,genus,path_depth,1,8,8,Ceratiomyxa fruticulosa,Eukaryota|Protozoa|Mycetozoa|Protosteliomycetes|Ceratiomyxales|Ceratiomyxaceae|Ceratiomyxa|Ceratiomyxa fruticulosa,BestMatch,9.41215,Exact,0,Ceratiomyxa,Ceratiomyxa,Ceratiomyxa,3KQ5,Ceratiomyxa,false,1,Catalogue of Life,Eukaryota|Protozoa|Mycetozoa|Protosteliomycetes|Ceratiomyxales|Ceratiomyxaceae|Ceratiomyxa,
Cerioporus,higher_taxon,genus,path_depth,2,8,8,Cerioporus squamosus,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Cerioporus|Cerioporus squamosus,BestMatch,9.41215,Exact,0,Cerioporus,Cerioporus,Cerioporus,3L4X,Cerioporus,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Polyporaceae|Cerioporus,
Cerrena,higher_taxon,genus,path_depth,2,8,8,Cerrena zonata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Cerrenaceae|Cerrena|Cerrena zonata,BestMatch,9.41215,Exact,0,Cerrena,Cerrena,Cerrena,3L8P,Cerrena,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Polyporales|Cerrenaceae|Cerrena,
Chaerilidae,higher_taxon,family,suffix,1,8,8,Chaerilus truncatus,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Scorpiones|Chaerilidae|Chaerilus|Chaerilus truncatus,BestMatch,9.41215,Exact,0,Chaerilidae,"Chaerilidae Pocock, 1893",Chaerilidae,7YD,"Chaerilidae Pocock, 1893",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Scorpiones|Chaerilidae,
Cheiracanthiidae,higher_taxon,family,suffix,2,8,8,Cheiracanthium inclusum,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Cheiracanthiidae|Cheiracanthium|Cheiracanthium inclusum,BestMatch,9.41215,Exact,0,Cheiracanthiidae,"Cheiracanthiidae Wagner, 1887",Cheiracanthiidae,CTSW6,"Cheiracanthiidae Wagner, 1887",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Chelicerata|Arachnida|Araneae|Cheiracanthiidae,
Chironomidae,higher_taxon,family,suffix,2,8,8,Chironomus javanus,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Chironomidae|Chironominae|Chironomini|Chironomus|Chironomus|Chironomus javanus,BestMatch,9.41215,Exact,0,Chironomidae,Chironomidae,Chironomidae,84X,Chironomidae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Chironomidae,
Chlorociboria,higher_taxon,genus,path_depth,2,8,8,Chlorociboria aeruginascens,Eukaryota|Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Chlorociboria|Chlorociboria aeruginascens,BestMatch,9.41215,Exact,0,Chlorociboria,Chlorociboria,Chlorociboria,3NMK,Chlorociboria,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Leotiomycetes|Helotiales|Chlorociboriaceae|Chlorociboria,
Chlorophyllum,higher_taxon,genus,path_depth,2,8,8,Chlorophyllum hortense,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Chlorophyllum|Chlorophyllum hortense,BestMatch,9.41215,Exact,0,Chlorophyllum,Chlorophyllum,Chlorophyllum,3NR8,Chlorophyllum,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Chlorophyllum,
Chondrostereum,higher_taxon,genus,path_depth,1,8,8,Chondrostereum purpureum,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cyphellaceae|Chondrostereum|Chondrostereum purpureum,BestMatch,9.41215,Exact,0,Chondrostereum,Chondrostereum,Chondrostereum,3NZL,Chondrostereum,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Cyphellaceae|Chondrostereum,
Choreutoidea,higher_taxon,genus,path_depth,2,8,8,Anthophila fabriciana,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Choreutoidea|Choreutidae|Choreutinae|Anthophila|Anthophila fabriciana,BestMatch,9.41215,Exact,0,Choreutoidea,Choreutoidea,Choreutoidea,4XY,Choreutoidea,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Choreutoidea,
Chromarcyidae,higher_taxon,family,suffix,1,8,8,Chromarcys magnifica,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Ephemeroptera|Chromarcyidae|Chromarcys|Chromarcys magnifica,BestMatch,9.41215,Exact,0,Chromarcyidae,Chromarcyidae,Chromarcyidae,878,Chromarcyidae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Ephemeroptera|Chromarcyidae,
Chrysopidae,higher_taxon,family,suffix,1,8,8,Mallada basalis,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Neuroptera|Chrysopidae|Mallada|Mallada basalis,BestMatch,9.41215,Exact,0,Chrysopidae,Chrysopidae,Chrysopidae,624B9,Chrysopidae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Neuroptera|Chrysopidae,
Cladonia,higher_taxon,genus,path_depth,9,8,8,Cladonia chlorophaea,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Cladoniaceae|Cladonia|Cladonia chlorophaea,BestMatch,9.41215,Exact,0,Cladonia,Cladonia,Cladonia,62LF9,Cladonia,false,1,Catalogue of Life,Eukaryota|Fungi|Ascomycota|Lecanoromycetes|Lecanorales|Cladoniaceae|Cladonia,
Cladophorales,higher_taxon,order,suffix,1,8,8,Cladophora glomerata,Plantae|Viridiplantae|Chlorophyta|Chlorophyta|Chlorophytina|Ulvophyceae|Cladophorales|Cladophoraceae|Cladophora|Cladophora glomerata,BestMatch,9.41215,Exact,0,Cladophorales,Cladophorales,Cladophorales,YK,Cladophorales,false,1,Catalogue of Life,Eukaryota|Plantae|Chlorophyta|Chlorophytina|Ulvophyceae|Cladophorales,
Clarkeinda,higher_taxon,genus,path_depth,1,8,8,Clarkeinda trachodes,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Clarkeinda|Clarkeinda trachodes,BestMatch,9.41215,Exact,0,Clarkeinda,Clarkeinda,Clarkeinda,3QHK,Clarkeinda,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Agaricaceae|Clarkeinda,
Clavulina,higher_taxon,genus,path_depth,1,8,8,Clavulina coralloides,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Clavulina|Clavulina coralloides,BestMatch,9.41215,Exact,0,Clavulina,Clavulina,Clavulina,3QQZ,Clavulina,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Cantharellales|Hydnaceae|Clavulina,
Clavulinopsis,higher_taxon,genus,path_depth,1,8,8,Clavulinopsis sulcata,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clavariaceae|Clavulinopsis|Clavulinopsis sulcata,BestMatch,9.41215,Exact,0,Clavulinopsis,Clavulinopsis,Clavulinopsis,3QR2,Clavulinopsis,false,1,Catalogue of Life,Eukaryota|Fungi|Basidiomycota|Agaricomycetes|Agaricales|Clavariaceae|Clavulinopsis,
