Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.41215,Exact,0,Bucanetes mongolicus,"Bucanetes mongolicus (Swinhoe, 1870)",Bucanetes mongolicus,NKWK,"Bucanetes mongolicus (Swinhoe, 1870)",false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Passeriformes|Fringillidae|Bucanetes|Bucanetes mongolicus,
BestMatch,9.41215,Exact,0,Bulbophyllum ambrosia,Bulbophyllum ambrosia (Hance) Schltr.,Bulbophyllum ambrosia,NQBP,Bulbophyllum ambrosia (Hance) Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum ambrosia,
BestMatch,9.41215,Exact,0,Bulbophyllum bifurcatoflorens,"Bulbophyllum bifurcatoflorens (Fukuy.) J.J.Verm., Schuit. & de Vogel",Bulbophyllum bifurcatoflorens,NQFM,"Bulbophyllum bifurcatoflorens (Fukuy.) J.J.Verm., Schuit. & de Vogel",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum bifurcatoflorens,
BestMatch,9.41215,Exact,0,Bulbophyllum caudatum,Bulbophyllum caudatum Lindl.,Bulbophyllum caudatum,NQK3,Bulbophyllum caudatum Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum caudatum,
BestMatch,9.41215,Exact,0,Bulbophyllum cylindraceum,Bulbophyllum cylindraceum Wall. ex Lindl.,Bulbophyllum cylindraceum,NQPW,Bulbophyllum cylindraceum Wall. ex Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum cylindraceum,
BestMatch,9.41215,Exact,0,Bulbophyllum guttulatum,Bulbophyllum guttulatum (Hook.f.) N.P.Balakr.,Bulbophyllum guttulatum,NQZ9,Bulbophyllum guttulatum (Hook.f.) N.P.Balakr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum guttulatum,
BestMatch,9.41215,Exact,0,Bulbophyllum nepalense,Bulbophyllum nepalense Raskoti & Ale,Bulbophyllum nepalense,NRGM,Bulbophyllum nepalense Raskoti & Ale,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Bulbophyllum|Bulbophyllum nepalense,
BestMatch,9.41215,Exact,0,Bulbostylis barbata,Bulbostylis barbata (Rottb.) C.B.Clarke,Bulbostylis barbata,5WS5B,Bulbostylis barbata (Rottb.) C.B.Clarke,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Cyperaceae|Bulbostylis|Bulbostylis barbata,
BestMatch,9.41215,Exact,0,Bupleurum candollei,Bupleurum candollei Wall. ex DC.,Bupleurum candollei,KTZYB,Bupleurum candollei Wall. ex DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Bupleureae|Bupleurum|Bupleurum candollei,
BestMatch,9.41215,Exact,0,Bupleurum hamiltonii,Bupleurum hamiltonii N.P.Balakr.,Bupleurum hamiltonii,NVQB,Bupleurum hamiltonii N.P.Balakr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Bupleureae|Bupleurum|Bupleurum hamiltonii,
