Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
BestMatch,9.41215,Exact,0,Amblystegiaceae,Amblystegiaceae Kindb.,Amblystegiaceae,9JFYK,Amblystegiaceae Kindb.,false,1,Catalogue of Life,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Hypnanae|Hypnales|Amblystegiaceae,
BestMatch,9.41215,Exact,0,Ampelopteris,Ampelopteris Kunze,Ampelopteris,629W5,Ampelopteris Kunze,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Thelypteridaceae|Thelypteridoideae|Ampelopteris,
BestMatch,9.41215,Exact,0,Amphipepleinae,"Amphipepleinae Pini, 1877",Amphipepleinae,7NXDL,"Amphipepleinae Pini, 1877",false,1,Catalogue of Life,Eukaryota|Animalia|Mollusca|Gastropoda|Heterobranchia|Euthyneura|Tectipleura|Hygrophila|Amphipepleinae,
BestMatch,9.41215,Exact,0,Amphipyrinae,"Amphipyrinae Guenée, 1837",Amphipyrinae,KZ3SG,"Amphipyrinae Guenée, 1837",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Amphipyrinae,
BestMatch,9.41215,Exact,0,Ampullariinae,"Ampullariinae J. E. Gray, 1824",Ampullariinae,7NXDN,"Ampullariinae J. E. Gray, 1824",false,1,Catalogue of Life,Eukaryota|Animalia|Mollusca|Gastropoda|Caenogastropoda|Architaenioglossa|Ampullarioidea|Ampullariidae|Ampullariinae,
BestMatch,9.41215,Exact,0,Amygdaleae,Amygdaleae DC.,Amygdaleae,KTXSK,Amygdaleae DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Amygdaloideae|Amygdaleae,
BestMatch,9.41215,Exact,0,Anaplectoides,"Anaplectoides McDunnough, 1929",Anaplectoides,8ZZSY,"Anaplectoides McDunnough, 1929",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Noctuoidea|Noctuidae|Anaplectoides,
BestMatch,9.41215,Exact,0,Anastaticeae,Anastaticeae DC.,Anastaticeae,KTYNH,Anastaticeae DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Anastaticeae,
BestMatch,9.41215,Exact,0,Ancema,"Ancema Eliot, 1973",Ancema,9CJS9,"Ancema Eliot, 1973",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Lycaenidae|Ancema,
BestMatch,9.41215,Exact,0,Anchonieae,Anchonieae DC.,Anchonieae,KTYS7,Anchonieae DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Anchonieae,
BestMatch,9.41215,Exact,0,Andrographideae,Andrographideae Endl.,Andrographideae,KTWYC,Andrographideae Endl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Acanthaceae|Acanthoideae|Andrographideae,
BestMatch,9.41215,Exact,0,Androsace,Androsace L.,Androsace,VV2,Androsace L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ericales|Primulaceae|Primuloideae|Androsace,
BestMatch,9.41215,Exact,0,Anemoneae,Anemoneae DC.,Anemoneae,KTX5K,Anemoneae DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Anemoneae,
BestMatch,9.41215,Exact,0,Anisadenia,Anisadenia Wall. ex Meisn.,Anisadenia,WBJ,Anisadenia Wall. ex Meisn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Linaceae|Lineae|Anisadenia,
BestMatch,9.41215,Exact,0,Anisocampium niponicum,"Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato",Anisocampium niponicum,6742B,"Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Polypodiopsida|Polypodiales|Athyriaceae|Anisocampium|Anisocampium niponicum,
BestMatch,9.41215,Exact,0,Ankistrodesmus,"Ankistrodesmus Corda, 1838",Ankistrodesmus,WJK,"Ankistrodesmus Corda, 1838",false,1,Catalogue of Life,Eukaryota|Plantae|Chlorophyta|Chlorophytina|Chlorophyceae|Sphaeropleales|Selenastraceae|Ankistrodesmus,
BestMatch,9.41215,Exact,0,Annoneae,Annoneae Endl.,Annoneae,KTXJX,Annoneae Endl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Annonoideae|Annoneae,
BestMatch,9.41215,Exact,0,Anodontini,"Anodontini Rafinesque, 1820",Anodontini,7NMBY,"Anodontini Rafinesque, 1820",false,1,Catalogue of Life,Eukaryota|Animalia|Mollusca|Bivalvia|Autobranchia|Heteroconchia|Palaeoheterodonta|Unioninae|Anodontini,
BestMatch,9.41215,Exact,0,Anomodontaceae,Anomodontaceae Kindb.,Anomodontaceae,9JFYQ,Anomodontaceae Kindb.,false,1,Catalogue of Life,Eukaryota|Plantae|Bryobiotina|Bryophyta|Bryopsida|Bryidae|Hypnanae|Hypnales|Anomodontaceae,
BestMatch,9.41215,Exact,0,Anoplura,"Anoplura Leach, 1815",Anoplura,BW9V4,"Anoplura Leach, 1815",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Psocodea|Troctomorpha|Phthiraptera|Anoplura,
BestMatch,9.41215,Exact,0,Anseriformes,Anseriformes,Anseriformes,PQ,Anseriformes,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Aves|Anseriformes,
BestMatch,9.41215,Exact,0,Anserineae,Anserineae Dumort.,Anserineae,KTYBX,Anserineae Dumort.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Chenopodioideae|Anserineae,
BestMatch,9.41215,Exact,0,Anthelinae,Anthelinae,Anthelinae,93MRM,Anthelinae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Bombycoidea|Anthelidae|Anthelinae,
BestMatch,9.41215,Exact,0,Anthemideae,Anthemideae Cass.,Anthemideae,KTYH4,Anthemideae Cass.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae,
BestMatch,9.41215,Exact,0,Anthiinae,"Anthiinae Bonelli, 1813",Anthiinae,8KTN5,"Anthiinae Bonelli, 1813",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Coleoptera|Adephaga|Carabidae|Anthiinae,
BestMatch,9.41215,Exact,0,Anthochlamys,Anthochlamys Fenzl,Anthochlamys,XDH,Anthochlamys Fenzl,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Amaranthaceae|Corispermoideae|Anthochlamys,
BestMatch,9.41215,Exact,0,Anthomyia,"Anthomyia Meigen, 1803",Anthomyia,BXYLW,"Anthomyia Meigen, 1803",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Anthomyiidae|Anthomyiinae|Anthomyia,
BestMatch,9.41215,Exact,0,Antidesmateae,Antidesmateae Benth.,Antidesmateae,V5MS2,Antidesmateae Benth.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Antidesmatoideae|Antidesmateae,
BestMatch,9.41215,Exact,0,Antirrhinum,Antirrhinum L.,Antirrhinum,XQV,Antirrhinum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Antirrhinoideae|Antirrhinum,
BestMatch,9.41215,Exact,0,Anura,Anura,Anura,PW,Anura,false,1,Catalogue of Life,Eukaryota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Tetrapoda|Amphibia|Anura,
BestMatch,9.41215,Exact,0,Apaturinae,Apaturinae,Apaturinae,93MRP,Apaturinae,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Papilionoidea|Nymphalidae|Apaturinae,
BestMatch,9.41215,Exact,0,Apeibeae,Apeibeae Benth.,Apeibeae,KTX7V,Apeibeae Benth.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Grewioideae|Apeibeae,
BestMatch,9.41215,Exact,0,Aphendala,"Aphendala Walker, 1865",Aphendala,93NB3,"Aphendala Walker, 1865",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Lepidoptera|Zygaenoidea|Limacodidae|Aphendala,
BestMatch,9.41215,Exact,0,Aphidoidea,"Aphidoidea Latreille, 1802",Aphidoidea,8NKG4,"Aphidoidea Latreille, 1802",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Hemiptera|Sternorrhyncha|Aphidomorpha|Aphidoidea,
BestMatch,9.41145,Exact,0,Aphnaeinae,Aphnaeinae,Aphnaeinae,889808,Aphnaeinae,false,180,iNaturalist,Animalia|Arthropoda|Hexapoda|Insecta|Pterygota|Lepidoptera|Papilionoidea|Lycaenidae|Aphnaeinae,
BestMatch,9.41215,Exact,0,Aphragmeae,Aphragmeae German & Al-Shehbaz,Aphragmeae,KTXN7,Aphragmeae German & Al-Shehbaz,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Aphragmeae,
BestMatch,9.41215,Exact,0,Apieae,Apieae Takht. ex V.M.Vinogr.,Apieae,VCBYH,Apieae Takht. ex V.M.Vinogr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Apioideae|Apieae,
BestMatch,9.41215,Exact,0,Apocleini,Apocleini,Apocleini,V93DK,Apocleini,false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Diptera|Asilidae|Asilinae|Apocleini,
BestMatch,9.41215,Exact,0,Apocyneae,Apocyneae Rchb.,Apocyneae,KTY9B,Apocyneae Rchb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Apocyneae,
