taxon_name_original,CHECK,species,famille,genre,espece,taxon_name,phytochemical_diversity_full,div_group,Aternative,comm,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Argania_spinosa_L_Skeels,,Argania_spinosa_L_Skeels,Sapotaceae,,,Argania spinosa L Skeels,,,,MA-0-NEU-20170064,,,,,Argania spinosa L Skeels,,,,,,,,,
Euphorbia_dendroides_L,,Euphorbia_dendroides_L,Euphorbiaceae,,,Euphorbia dendroides L,,,,XX-0-NEU-20170068,,,,,Euphorbia dendroides L,,,,,,,,,
Tetraclinis_articulata_Vahl_Mast,,Tetraclinis_articulata_Vahl_Mast,Cupressaceae,,,Tetraclinis articulata Vahl Mast,,,,MA-0-NEU-20170069,,,,,Tetraclinis articulata Vahl Mast,,,,,,,,,
Juniperus_L,,Juniperus_L,Cupressaceae,,,Juniperus L,,,,MA-0-NEU-20170070,,,,,Juniperus L,,,,,,,,,
Juniperus_oxycedrus_L_subsp_oxycedrus,,Juniperus_oxycedrus_L_subsp_oxycedrus,Cupressaceae,,,Juniperus oxycedrus L subsp oxycedrus,,,,MA-0-NEU-20170071,,,,,Juniperus oxycedrus L subsp oxycedrus,,,,,,,,,
Juniperus_phoenicea_L,,Juniperus_phoenicea_L,Cupressaceae,,,Juniperus phoenicea L,,,,MA-0-NEU-20170073,,,,,Juniperus phoenicea L,,,,,,,,,
Acorus_calamus_L,,Acorus_calamus_L,Acoraceae,,,Acorus calamus L,,,,CH-0-NEU-20200239,,,,,Acorus calamus L,,,,,,,,,
Anemone_narcissiflora_L,,Anemone_narcissiflora_L,Ranunculaceae,,,Anemone narcissiflora L,,,,CH-0-NEU-20200241,,,,,Anemone narcissiflora L,,,,,,,,,
Angelica_sylvestris_L,,Angelica_sylvestris_L,Apiaceae,,,Angelica sylvestris L,,,,CH-0-NEU-20200242,,,,,Angelica sylvestris L,,,,,,,,,
Athamanta_cretensis_L,,Athamanta_cretensis_L,Apiaceae,,,Athamanta cretensis L,,,,CH-0-NEU-20200243,,,,,Athamanta cretensis L,,,,,,,,,
Cephalaria_alpina_L_Roem_and_Schult,,Cephalaria_alpina_L_Roem_and_Schult,Caprifoliaceae,,,Cephalaria alpina L Roem and Schult,,,,CH-0-NEU-20200244,,,,,Cephalaria alpina L Roem and Schult,,,,,,,,,
Clematis_alpina_L_MilL,,Clematis_alpina_L_MilL,Ranunculaceae,,,Clematis alpina L MilL,,,,CH-0-NEU-20200245,,,,,Clematis alpina L MilL,,,,,,,,,
Erinus_alpinus_L,,Erinus_alpinus_L,Plantaginaceae,,,Erinus alpinus L,,,,CH-0-NEU-20200246,,,,,Erinus alpinus L,,,,,,,,,
Gentiana_lutea_L,,Gentiana_lutea_L,Gentianaceae,,,Gentiana lutea L,,,,CH-0-NEU-20200247,,,,,Gentiana lutea L,,,,,,,,,
Heracleum_sphondylium_L,,Heracleum_sphondylium_L,Apiaceae,,,Heracleum sphondylium L,,,,CH-0-NEU-20200248,,,,,Heracleum sphondylium L,,,,,,,,,
Inula_helenium_L,,Inula_helenium_L,Compositae,,,Inula helenium L,,,,CH-0-NEU-20200250,,,,,Inula helenium L,,,,,,,,,
Laserpitium_latifolium_L,,Laserpitium_latifolium_L,Apiaceae,,,Laserpitium latifolium L,,,,CH-0-NEU-20200251,,,,,Laserpitium latifolium L,,,,,,,,,
Mentha_aquatica_L,,Mentha_aquatica_L,Lamiaceae,,,Mentha aquatica L,,,,CH-0-NEU-20200252,,,,,Mentha aquatica L,,,,,,,,,
Paris_quadrifolia_L,,Paris_quadrifolia_L,Melanthiaceae,,,Paris quadrifolia L,,,,CH-0-NEU-20200253,,,,,Paris quadrifolia L,,,,,,,,,
Phyteuma_spicatum_L,,Phyteuma_spicatum_L,Campanulaceae,,,Phyteuma spicatum L,,,,CH-0-NEU-20200255,,,,,Phyteuma spicatum L,,,,,,,,,
Potentilla_erecta_L_Raeusch_,,Potentilla_erecta_L_Raeusch_,Rosaceae,,,Potentilla erecta L Raeusch ,,,,XX-0-NEU-20200256,,,,,Potentilla erecta L Raeusch ,,,,,,,,,
Symphytum_officinale_L,,Symphytum_officinale_L,Boraginaceae,,,Symphytum officinale L,,,,CH-0-NEU-20200257,,,,,Symphytum officinale L,,,,,,,,,
Verbena_officinalis_L,,Verbena_officinalis_L,Verbenaceae,,,Verbena officinalis L,,,,CH-0-NEU-20200258,,,,,Verbena officinalis L,,,,,,,,,
Vincetoxicum_hirundinaria_Medik_,,Vincetoxicum_hirundinaria_Medik_,Apocynaceae,,,Vincetoxicum hirundinaria Medik ,,,,CH-0-NEU-20200259,,,,,Vincetoxicum hirundinaria Medik ,,,,,,,,,
Cistus_laxus_Aiton,,Cistus_laxus_Aiton,Cistaceae,,,Cistus laxus Aiton,,,,XX-0-NEU-20200260,,,,,Cistus laxus Aiton,,,,,,,,,
Cistus_crispus_L,,Cistus_crispus_L,Cistaceae,,,Cistus crispus L,,,,ES-0-NEU-20200261,,,,,Cistus crispus L,,,,,,,,,
Lavandula_dentata_L,,Lavandula_dentata_L,Lamiaceae,,,Lavandula dentata L,,,,XX-0-NEU-20200269,,,,,Lavandula dentata L,,,,,,,,,
Arbutus_unedo_L,,Arbutus_unedo_L,Ericaceae,,,Arbutus unedo L,,,,FR-0-NEU-19940470,,,,,Arbutus unedo L,,,,,,,,,
Ceratonia_siliqua_L,,Ceratonia_siliqua_L,Fabaceae,,,Ceratonia siliqua L,,,,XX-0-NEU-19960285,,,,,Ceratonia siliqua L,,,,,,,,,
Vitex_agnus_castus_L,,Vitex_agnus_castus_L,Lamiaceae,,,Vitex agnus castus L,,,,XX-0-NEU-19980241,,,,,Vitex agnus castus L,,,,,,,,,
Olea_europaea_L,,Olea_europaea_L,Oleaceae,,,Olea europaea L,,,,XX-0-NEU-19980008,,,,,Olea europaea L,,,,,,,,,
Phillyrea_angustifolia_L,,Phillyrea_angustifolia_L,Oleaceae,,,Phillyrea angustifolia L,,,,FR-0-NEU-19940155,,,,,Phillyrea angustifolia L,,,,,,,,,
Phoenix_roebelenii_OBrien,,Phoenix_roebelenii_OBrien,Arecaceae,,,Phoenix roebelenii OBrien,,,,XX-0-NEU-19970327,,,,,Phoenix roebelenii OBrien,,,,,,,,,
Rosmarinus_officinalis_L,,Rosmarinus_officinalis_L,Lamiaceae,,,Rosmarinus officinalis L,,,,IT-0-NEU-19910770,,,,,Rosmarinus officinalis L,,,,,,,,,
Ruscus_aculeatus_L,,Ruscus_aculeatus_L,Asparagaceae,,,Ruscus aculeatus L,,,,IT-0-NEU-19970149,,,,,Ruscus aculeatus L,,,,,,,,,
Chamaerops_humilis_L,,Chamaerops_humilis_L,Arecaceae,,,Chamaerops humilis L,,,,XX-0-NEU-19970332,,,,,Chamaerops humilis L,,,,,,,,,
Citrus_sinensis_L_Osbeck,,Citrus_sinensis_L_Osbeck,Rutaceae,,,Citrus sinensis L Osbeck,,,,XX-0-NEU-19970334,,,,,Citrus sinensis L Osbeck,,,,,,,,,
Colutea_persica_Boiss,,Colutea_persica_Boiss,Fabaceae,,,Colutea persica Boiss,,,,IR-0-NEU-19890605,,,,,Colutea persica Boiss,,,,,,,,,
Ficus_carica_L,,Ficus_carica_L,Moraceae,,,Ficus carica L,,,,XX-0-NEU-19820827,,,,,Ficus carica L,,,,,,,,,
Genista_sylvestris_Scop,,Genista_sylvestris_Scop,Fabaceae,,,Genista sylvestris Scop,,,,SI-0-NEU-19740574,,,,,Genista sylvestris Scop,,,,,,,,,
Schinus_molle_L,,Schinus_molle_L,Anacardiaceae,,,Schinus molle L,,,,PE-0-NEU-19890302,,,,,Schinus molle L,,,,,,,,,
Knautia_arvensis_L_Coult,,Knautia_arvensis_L_Coult,Caprifoliaceae,,,Knautia arvensis L Coult,,,,BE-0-BR-2016120950,,,,,Knautia arvensis L Coult,,,,,,,,,
Oenanthe_lachenalii_CCGmeL,,Oenanthe_lachenalii_CCGmeL,Apiaceae,,,Oenanthe lachenalii CCGmeL,,,,XX-0-ROST-2003-F-3070,,,,,Oenanthe lachenalii CCGmeL,,,,,,,,,
Dianthus_chinensis_L,,Dianthus_chinensis_L,Caryophyllaceae,,,Dianthus chinensis L,,,,GE-0-LZ-S-592006,,,,,Dianthus chinensis L,,,,,,,,,
Thlaspi_montanum_L,,Thlaspi_montanum_L,Brassicaceae,,,Thlaspi montanum L,,,,CH-0-NEU-20190112,,,,,Thlaspi montanum L,,,,,,,,,
Acanthus_mollis_L,,Acanthus_mollis_L,Acanthaceae,,,Acanthus mollis L,,,,XX-0-NEU-20040040,,,,,Acanthus mollis L,,,,,,,,,
Achillea_ageratum_L,,Achillea_ageratum_L,Compositae,,,Achillea ageratum L,,,,XX-0-NEU-20040041,,,,,Achillea ageratum L,,,,,,,,,
Anchusa_azurea_MilL,,Anchusa_azurea_MilL,Boraginaceae,,,Anchusa azurea MilL,,,,XX-0-NEU-19500001,,,,,Anchusa azurea MilL,,,,,,,,,
Anthemis_tinctoria_L,,Anthemis_tinctoria_L,Compositae,,,Anthemis tinctoria L,,,,XX-0-NEU-19500002,,,,,Anthemis tinctoria L,,,,,,,,,
Arbutus_unedo_L,,Arbutus_unedo_L,Ericaceae,,,Arbutus unedo L,,,,XX-0-NEU-19500003,,,,,Arbutus unedo L,,,,,,,,,
Artemisia_dracunculus_L,,Artemisia_dracunculus_L,Compositae,,,Artemisia dracunculus L,,,,XX-0-NEU-19500004,,,,,Artemisia dracunculus L,,,,,,,,,
Asphodelus_albus_MilL,,Asphodelus_albus_MilL,Asphodelaceae,,,Asphodelus albus MilL,,,,XX-0-NEU-19500005,,,,,Asphodelus albus MilL,,,,,,,,,
Buddleja_globosa_Hope,,Buddleja_globosa_Hope,Scrophulariaceae,,,Buddleja globosa Hope,,,,XX-0-NEU-19500006,,,,,Buddleja globosa Hope,,,,,,,,,
Brachychiton_populneum_EndL_R_Br,,Brachychiton_populneum_EndL_R_Br,Malvaceae,,,Brachychiton populneum EndL R Br,,,,XX-0-NEU-19970321,,,,,Brachychiton populneum EndL R Br,,,,,,,,,
Calendula_arvensis_Batt,,Calendula_arvensis_Batt,Compositae,,,Calendula arvensis Batt,,,,XX-0-NEU-19500007,,,,,Calendula arvensis Batt,,,,,,,,,
Catananche_caerulea_L,,Catananche_caerulea_L,Compositae,,,Catananche caerulea L,,,,XX-0-NEU-19500008,,,,,Catananche caerulea L,,,,,,,,,
Cistus_albidus_L,,Cistus_albidus_L,Cistaceae,,,Cistus albidus L,,,,XX-0-NEU-19940107,,,,,Cistus albidus L,,,,,,,,,
Cistus_L,,Cistus_L,Cistaceae,,,Cistus L,,,,XX-0-NEU-19500009,,,,,Cistus L,,,,,,,,,
Cistus_parviflorus_Lam,,Cistus_parviflorus_Lam,Cistaceae,,,Cistus parviflorus Lam,,,,XX-0-NEU-20200263,,,,,Cistus parviflorus Lam,,,,,,,,,
Citrus_limon_L_Burmf,,Citrus_limon_L_Burmf,Rutaceae,,,Citrus limon L Burmf,,,,XX-0-NEU-19500010,,,,,Citrus limon L Burmf,,,,,,,,,
Cotinus_coggygria_Scop,,Cotinus_coggygria_Scop,Anacardiaceae,,,Cotinus coggygria Scop,,,,XX-0-NEU-19500011,,,,,Cotinus coggygria Scop,,,,,,,,,
Cupressus_sempervirens_L,,Cupressus_sempervirens_L,Cupressaceae,,,Cupressus sempervirens L,,,,XX-0-NEU-19500012,,,,,Cupressus sempervirens L,,,,,,,,,
Foeniculum_vulgare_MilL,,Foeniculum_vulgare_MilL,Apiaceae,,,Foeniculum vulgare MilL,,,,XX-0-NEU-19500013,,,,,Foeniculum vulgare MilL,,,,,,,,,
Genista_hispanica_L,,Genista_hispanica_L,Fabaceae,,,Genista hispanica L,,,,XX-0-NEU-19500014,,,,,Genista hispanica L,,,,,,,,,
Genista_L,,Genista_L,Fabaceae,,,Genista L,,,,XX-0-NEU-19500015,,,,,Genista L,,,,,,,,,
Helianthemum_apenninum_L_Mil,,Helianthemum_apenninum_L_Mil,Cistaceae,,,Helianthemum apenninum L Mil,,,,XX-0-NEU-20120002,,,,,Helianthemum apenninum L Mil,,,,,,,,,
Iris_foetidissima_L,,Iris_foetidissima_L,Iridaceae,,,Iris foetidissima L,,,,XX-0-NEU-19500016,,,,,Iris foetidissima L,,,,,,,,,
Laurus_nobilis_L,,Laurus_nobilis_L,Lauraceae,,,Laurus nobilis L,,,,XX-0-NEU-19500034,,,,,Laurus nobilis L,,,,,,,,,
Lavandula_angustifolia_MilL,,Lavandula_angustifolia_MilL,Lamiaceae,,,Lavandula angustifolia MilL,,,,XX-0-NEU-19500032,,,,,Lavandula angustifolia MilL,,,,,,,,,
Libertia_formosa_Graham,,Libertia_formosa_Graham,Iridaceae,,,Libertia formosa Graham,,,,XX-0-NEU-19500017,,,,,Libertia formosa Graham,,,,,,,,,
Linaria_purpurea_L_MilL,,Linaria_purpurea_L_MilL,Plantaginaceae,,,Linaria purpurea L MilL,,,,XX-0-NEU-19500033,,,,,Linaria purpurea L MilL,,,,,,,,,
Mentha_suaveolens_Ehrh,,Mentha_suaveolens_Ehrh,Lamiaceae,,,Mentha suaveolens Ehrh,,,,XX-0-NEU-19500018,,,,,Mentha suaveolens Ehrh,,,,,,,,,
Olea_europaea_L,,Olea_europaea_L,Oleaceae,,,Olea europaea L,,,,XX-0-NEU-20170078,,,,,Olea europaea L,,,,,,,,,
Phlomis_fruticosa_L,,Phlomis_fruticosa_L,Lamiaceae,,,Phlomis fruticosa L,,,,XX-0-NEU-20040048,,,,,Phlomis fruticosa L,,,,,,,,,
Phillyrea_latifolia_L,,Phillyrea_latifolia_L,Oleaceae,,,Phillyrea latifolia L,,,,XX-0-NEU-19500019,,,,,Phillyrea latifolia L,,,,,,,,,
Quercus_suber_L,,Quercus_suber_L,Fagaceae,,,Quercus suber L,,,,XX-0-NEU-20090003,,,,,Quercus suber L,,,,,,,,,
Rosmarinus_officinalis_L,,Rosmarinus_officinalis_L,Lamiaceae,,,Rosmarinus officinalis L,,,,XX-0-NEU-20061017,,,,,Rosmarinus officinalis L,,,,,,,,,
Salvia_officinalis_L,,Salvia_officinalis_L,Lamiaceae,,,Salvia officinalis L,,,,XX-0-NEU-19500020,,,,,Salvia officinalis L,,,,,,,,,
Salvia_verbenaca_L,,Salvia_verbenaca_L,Lamiaceae,,,Salvia verbenaca L,,,,XX-0-NEU-20040049,,,,,Salvia verbenaca L,,,,,,,,,
Santolina_etrusca_Lacaita_Marchi_and_DAmato,,Santolina_etrusca_Lacaita_Marchi_and_DAmato,Compositae,,,Santolina etrusca Lacaita Marchi and DAmato,,,,XX-0-NEU-19500021,,,,,Santolina etrusca Lacaita Marchi and DAmato,,,,,,,,,
Schinus_polygama_Cav_Cabrera,,Schinus_polygama_Cav_Cabrera,Anacardiaceae,,,Schinus polygama Cav Cabrera,,,,XX-0-NEU-19500022,,,,,Schinus polygama Cav Cabrera,,,,,,,,,
Smilax_aspera_L,,Smilax_aspera_L,Smilacaceae,,,Smilax aspera L,,,,XX-0-NEU-19500023,,,,,Smilax aspera L,,,,,,,,,
Stachys_cretica_L,,Stachys_cretica_L,Lamiaceae,,,Stachys cretica L,,,,XX-0-NEU-20040052,,,,,Stachys cretica L,,,,,,,,,
Strelitzia_nicolai_Regel_and_K_Koch,,Strelitzia_nicolai_Regel_and_K_Koch,Strelitziaceae,,,Strelitzia nicolai Regel and K Koch,,,,XX-0-NEU-19500024,,,,,Strelitzia nicolai Regel and K Koch,,,,,,,,,
Strelitzia_reginae_Banks,,Strelitzia_reginae_Banks,Strelitziaceae,,,Strelitzia reginae Banks,,,,XX-0-NEU-19500025,,,,,Strelitzia reginae Banks,,,,,,,,,
Thymus_vulgaris_L,,Thymus_vulgaris_L,Lamiaceae,,,Thymus vulgaris L,,,,XX-0-NEU-19500026,,,,,Thymus vulgaris L,,,,,,,,,
Viburnum_tinus_L,,Viburnum_tinus_L,Viburnaceae,,,Viburnum tinus L,,,,FR-0-NEU-19940435,,,,,Viburnum tinus L,,,,,,,,,
Washingtonia_filifera_Andre_H_WendL,,Washingtonia_filifera_Andre_H_WendL,Arecaceae,,,Washingtonia filifera Andre H WendL,,,,XX-0-NEU-19500027,,,,,Washingtonia filifera Andre H WendL,,,,,,,,,
Withania_somnifera_L_Dunal,,Withania_somnifera_L_Dunal,Solanaceae,,,Withania somnifera L Dunal,,,,XX-0-NEU-19500028,,,,,Withania somnifera L Dunal,,,,,,,,,
Pistacia_lentiscus_L,,Pistacia_lentiscus_L,Anacardiaceae,,,Pistacia lentiscus L,,,,XX-0-NEU-19500029,,,,,Pistacia lentiscus L,,,,,,,,,
Salvia_sclarea_L,,Salvia_sclarea_L,Lamiaceae,,,Salvia sclarea L,,,,XX-0-NEU-19500035,,,,,Salvia sclarea L,,,,,,,,,
Olea_europaea_subsp_cuspidata_G_Don_Cif,,Olea_europaea_subsp_cuspidata_G_Don_Cif,Oleaceae,,,Olea europaea subsp cuspidata G Don Cif,,,,XX-0-NEU-19970297,,,,,Olea europaea subsp cuspidata G Don Cif,,,,,,,,,
Paeonia_L,,Paeonia_L,Paeoniaceae,,,Paeonia L,,,,XX-0-NEU-19500037,,,,,Paeonia L,,,,,,,,,
Cerinthe_minor_L,,Cerinthe_minor_L,Boraginaceae,,,Cerinthe minor L,,,,XX-0-NEU-20061005,,,,,Cerinthe minor L,,,,,,,,,
Salvia_triloba_L_f,,Salvia_triloba_L_f,Lamiaceae,,,Salvia triloba L f,,,,XX-0-NEU-20060081,,,,,Salvia triloba L f,,,,,,,,,
Stipa_gigantea_Link,,Stipa_gigantea_Link,Poaceae,,,Stipa gigantea Link,,,,XX-0-NEU-20060082,,,,,Stipa gigantea Link,,,,,,,,,
Cistus_creticus_L,,Cistus_creticus_L,Cistaceae,,,Cistus creticus L,,,,XX-0-NEU-19500038,,,,,Cistus creticus L,,,,,,,,,
Lagurus_ovatus_L,,Lagurus_ovatus_L,Poaceae,,,Lagurus ovatus L,,,,XX-0-NEU-19500030,,,,,Lagurus ovatus L,,,,,,,,,
Rhamnus_pumila_Turra,,Rhamnus_pumila_Turra,Rhamnaceae,,,Rhamnus pumila Turra,,,,IT-0-NEU-20060022,,,,,Rhamnus pumila Turra,,,,,,,,,
Festuca_acuminata_Gaudin,,Festuca_acuminata_Gaudin,Poaceae,,,Festuca acuminata Gaudin,,,,CH-0-NEU-20160001,,,,,Festuca acuminata Gaudin,,,,,,,,,
Potentilla_caulescens_L,,Potentilla_caulescens_L,Rosaceae,,,Potentilla caulescens L,,,,XX-0-NEU-19500039,,,,,Potentilla caulescens L,,,,,,,,,
Hypericum_coris_L,,Hypericum_coris_L,Hypericaceae,,,Hypericum coris L,,,,XX-0-NEU-20150046,,,,,Hypericum coris L,,,,,,,,,
Veronica_fruticulosa_L,,Veronica_fruticulosa_L,Plantaginaceae,,,Veronica fruticulosa L,,,,XX-0-NEU-20150045,,,,,Veronica fruticulosa L,,,,,,,,,
Gymnocarpium_robertianum_Hoffm_Newman,,Gymnocarpium_robertianum_Hoffm_Newman,Cystopteridaceae,,,Gymnocarpium robertianum Hoffm Newman,,,,CH-0-NEU-20190096,,,,,Gymnocarpium robertianum Hoffm Newman,,,,,,,,,
Rumex_scutatus_L,,Rumex_scutatus_L,Polygonaceae,,,Rumex scutatus L,,,,CH-0-NEU-20190094,,,,,Rumex scutatus L,,,,,,,,,
Erysimum_ochroleucum_Schleich_DC,,Erysimum_ochroleucum_Schleich_DC,Brassicaceae,,,Erysimum ochroleucum Schleich DC,,,,CH-0-NEU-20190097,,,,,Erysimum ochroleucum Schleich DC,,,,,,,,,
Iberis_saxatilis_L,,Iberis_saxatilis_L,Brassicaceae,,,Iberis saxatilis L,,,,CH-0-NEU-20190113,,,,,Iberis saxatilis L,,,,,,,,,
Alchemilla_conjuncta_aggr,,Alchemilla_conjuncta_aggr,Rosaceae,,,Alchemilla conjuncta aggr,,,,CH-0-NEU-20160033,,,,,Alchemilla conjuncta aggr,,,,,,,,,
Festuca_rubra_L,,Festuca_rubra_L,Poaceae,,,Festuca rubra L,,,,CH-0-NEU-20160002,,,,,Festuca rubra L,,,,,,,,,
Festuca_brevipila_R_Tracey,,Festuca_brevipila_R_Tracey,Poaceae,,,Festuca brevipila R Tracey,,,,CH-0-NEU-20160003,,,,,Festuca brevipila R Tracey,,,,,,,,,
Festuca_rubra_L,,Festuca_rubra_L,Poaceae,,,Festuca rubra L,,,,CH-0-NEU-20160004,,,,,Festuca rubra L,,,,,,,,,
Festuca_filiformis_Pourr,,Festuca_filiformis_Pourr,Poaceae,,,Festuca filiformis Pourr,,,,CH-0-NEU-20160005,,,,,Festuca filiformis Pourr,,,,,,,,,
Alocasia_zebrina_Schott_ex_Van_Houtte,,Alocasia_zebrina_Schott_ex_Van_Houtte,Araceae,,,Alocasia zebrina Schott ex Van Houtte,,,,XX-0-NEU-20200673,,,,,Alocasia zebrina Schott ex Van Houtte,,,,,,,,,
Aloe_fragilis_Lavranos_and_R��sli,,Aloe_fragilis_Lavranos_and_R��sli,Asphodelaceae,,,Aloe fragilis Lavranos and R��sli,,,,MG-0-NEU-20200674,,,,,Aloe fragilis Lavranos and R��sli,,,,,,,,,
Stapelianthus_decaryi_Choux,,Stapelianthus_decaryi_Choux,Apocynaceae,,,Stapelianthus decaryi Choux,,,,MG-0-NEU-20200675,,,,,Stapelianthus decaryi Choux,,,,,,,,,
Trochomeriopsis_diversifolia_Cogn,,Trochomeriopsis_diversifolia_Cogn,Cucurbitaceae,,,Trochomeriopsis diversifolia Cogn,,,,XX-0-NEU-19500040,,,,,Trochomeriopsis diversifolia Cogn,,,,,,,,,
Adansonia_za_BailL,,Adansonia_za_BailL,Malvaceae,,,Adansonia za BailL,,,,XX-0-NEU-19930945,,,,,Adansonia za BailL,,,,,,,,,
Alluaudia_dumosa_Drake,,Alluaudia_dumosa_Drake,Didiereaceae,,,Alluaudia dumosa Drake,,,,MG-0-NEU-19960828,,,,,Alluaudia dumosa Drake,,,,,,,,,
Alluaudia_humbertii_Choux,,Alluaudia_humbertii_Choux,Didiereaceae,,,Alluaudia humbertii Choux,,,,MG-0-NEU-19960828,,,,,Alluaudia humbertii Choux,,,,,,,,,
Hylocereus_A_Berger_Britton_and_Rose,,Hylocereus_A_Berger_Britton_and_Rose,Cactaceae,,,Hylocereus A Berger Britton and Rose,,,,XX-0-NEU-20200678,,,,,Hylocereus A Berger Britton and Rose,,,,,,,,,
Citrus_australasica_fMuelL,,Citrus_australasica_fMuelL,Rutaceae,,,Citrus australasica fMuelL,,,,XX-0-NEU-20190117,,,,,Citrus australasica fMuelL,,,,,,,,,
Hedychium_horsfieldii_WalL,,Hedychium_horsfieldii_WalL,Zingiberaceae,,,Hedychium horsfieldii WalL,,,,XX-0-MALAG-101-17,,,,,Hedychium horsfieldii WalL,,,,,,,,,
Glycine_max_L_Merr,,Glycine_max_L_Merr,Fabaceae,,,Glycine max L Merr,,,,XX-0-NEU-20190120,,,,,Glycine max L Merr,,,,,,,,,
Chenopodium_quinoa_Willd,,Chenopodium_quinoa_Willd,Amaranthaceae,,,Chenopodium quinoa Willd,,,,XX-0-NEU-20190121,,,,,Chenopodium quinoa Willd,,,,,,,,,
Pitcairnia_maidifolia_Planch,,Pitcairnia_maidifolia_Planch,Bromeliaceae,,,Pitcairnia maidifolia Planch,,,,XX-0-BERN-2010/423,,,,,Pitcairnia maidifolia Planch,,,,,,,,,
Abelmoschus_esculentus_L_Moench,,Abelmoschus_esculentus_L_Moench,Malvaceae,,,Abelmoschus esculentus L Moench,,,,XX-0-BR-2001161631,,,,,Abelmoschus esculentus L Moench,,,,,,,,,
Acacia_decora_Rchb,,Acacia_decora_Rchb,Fabaceae,,,Acacia decora Rchb,,,,XX-0-NEU-20200017,,,,,Acacia decora Rchb,,,,,,,,,
Tillandsia_usneoides_L_L,,Tillandsia_usneoides_L_L,Bromeliaceae,,,Tillandsia usneoides L L,,,,XX-0-FRIBG-10000441,,,,,Tillandsia usneoides L L,,,,,,,,,
Eranthemum_pulchellum_Andrews,,Eranthemum_pulchellum_Andrews,Acanthaceae,,,Eranthemum pulchellum Andrews,,,,XX-0-FRIBG-10003186,,,,,Eranthemum pulchellum Andrews,,,,,,,,,
Fosterella_penduliflora_CH_Wright_LbSm,,Fosterella_penduliflora_CH_Wright_LbSm,Bromeliaceae,,,Fosterella penduliflora CH Wright LbSm,,,,BO-0-B-0970298,,,,,Fosterella penduliflora CH Wright LbSm,,,,,,,,,
Duranta_mutisii_L,,Duranta_mutisii_L,Verbenaceae,,,Duranta mutisii L,,,,XX-0-BR-19603052,,,,,Duranta mutisii L,,,,,,,,,
Alpinia_malaccensis_Burmf_Roscoe,,Alpinia_malaccensis_Burmf_Roscoe,Zingiberaceae,,,Alpinia malaccensis Burmf Roscoe,,,,XX-0-MJG-190066230,,,,,Alpinia malaccensis Burmf Roscoe,,,,,,,,,
Hibiscus_cannabinus_L,,Hibiscus_cannabinus_L,Malvaceae,,,Hibiscus cannabinus L,,,,TD-0-B-1750405,,,,,Hibiscus cannabinus L,,,,,,,,,
Ananas_comosus_L_Merr_ANANAS_Victoria,,Ananas_comosus_L_Merr_ANANAS_Victoria,Bromeliaceae,,,Ananas comosus L Merr ANANAS Victoria,,,,XX-0-NEU-20180071,,,,,Ananas comosus L Merr ANANAS Victoria,,,,,,,,,
Amorphophallus_konjac_K_Koch,,Amorphophallus_konjac_K_Koch,Araceae,,,Amorphophallus konjac K Koch,,,,XX-0-NEU-20200682,,,,,Amorphophallus konjac K Koch,,,,,,,,,
Aristolochia_arborea_Linden,,Aristolochia_arborea_Linden,Aristolochiaceae,,,Aristolochia arborea Linden,,,,XX-0-FRIBG-20040729,,,,,Aristolochia arborea Linden,,,,,,,,,
Catharanthus_roseus_L_Don,,Catharanthus_roseus_L_Don,Apocynaceae,,,Catharanthus roseus L Don,,,,XX-0-NEU-19500042,,,,,Catharanthus roseus L Don,,,,,,,,,
Coffea_arabica_L,,Coffea_arabica_L,Rubiaceae,,,Coffea arabica L,,,,XX-0-NEU-19500044,,,,,Coffea arabica L,,,,,,,,,
Pitcairnia_paniculata_Ruiz_and_Pav_Ruiz_and_Pav_,,Pitcairnia_paniculata_Ruiz_and_Pav_Ruiz_and_Pav_,Bromeliaceae,,,Pitcairnia paniculata Ruiz and Pav Ruiz and Pav ,,,,PE-0-U-2005GR01560,,,,,Pitcairnia paniculata Ruiz and Pav Ruiz and Pav ,,,,,,,,,
Impatiens_niamniamensis_Gilg,,Impatiens_niamniamensis_Gilg,Balsaminaceae,,,Impatiens niamniamensis Gilg,,,,XX-0-FRIBG-20000152,,,,,Impatiens niamniamensis Gilg,,,,,,,,,
Impatiens_sodenii_EngL,,Impatiens_sodenii_EngL,Balsaminaceae,,,Impatiens sodenii EngL,,,,XX-0-NEU-20190131,,,,,Impatiens sodenii EngL,,,,,,,,,
Lantana_camara_L,,Lantana_camara_L,Verbenaceae,,,Lantana camara L,,,,XX-0-NEU-19500045,,,,,Lantana camara L,,,,,,,,,
Pitcairnia_pulverulenta_Ruiz_and_Pav,,Pitcairnia_pulverulenta_Ruiz_and_Pav,Bromeliaceae,,,Pitcairnia pulverulenta Ruiz and Pav,,,,XX-0-STUTZ-0007555,,,,,Pitcairnia pulverulenta Ruiz and Pav,,,,,,,,,
Fosterella_rusbyi_Mez_LbSm,,Fosterella_rusbyi_Mez_LbSm,Bromeliaceae,,,Fosterella rusbyi Mez LbSm,,,,BO-0-U-200GR1112,,,,,Fosterella rusbyi Mez LbSm,,,,,,,,,
