taxon_name_original,CHECK,species,famille,genre,espece,taxon_name,phytochemical_diversity_full,div_group,Aternative,comm,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Potentilla_neumanniana_Rchb,,Potentilla_neumanniana_Rchb,Rosaceae,,,Potentilla neumanniana Rchb,,,,XX-0-NEU-20200789,,,,,Potentilla neumanniana Rchb,,,,,,,,,
Saxifraga_paniculata_MilL,,Saxifraga_paniculata_MilL,Saxifragaceae,,,Saxifraga paniculata MilL,,,,XX-0-NEU-19500214,,,,,Saxifraga paniculata MilL,,,,,,,,,
Amelanchier_alnifolia_Nutt,,Amelanchier_alnifolia_Nutt,Rosaceae,,,Amelanchier alnifolia Nutt,,,,XX-0-NEU-19500215,,,,,Amelanchier alnifolia Nutt,,,,,,,,,
Aruncus_aethusifolius_Nakai,,Aruncus_aethusifolius_Nakai,Rosaceae,,,Aruncus aethusifolius Nakai,,,,XX-0-NEU-20200791,,,,,Aruncus aethusifolius Nakai,,,,,,,,,
Astilbe_�arendsii_Arends,,Astilbe_�arendsii_Arends,Saxifragaceae,,,Astilbe �arendsii Arends,,,,XX-0-NEU-20200792,,,,,Astilbe �arendsii Arends,,,,,,,,,
Astilbe_japonica_CMorren_and_Decne_A_Gray,,Astilbe_japonica_CMorren_and_Decne_A_Gray,Saxifragaceae,,,Astilbe japonica CMorren and Decne A Gray,,,,XX-0-NEU-20200793,,,,,Astilbe japonica CMorren and Decne A Gray,,,,,,,,,
Astilbe_simplicifolia_Makino,,Astilbe_simplicifolia_Makino,Saxifragaceae,,,Astilbe simplicifolia Makino,,,,XX-0-NEU-20200794,,,,,Astilbe simplicifolia Makino,,,,,,,,,
Baptisia_australis_L_R_Br,,Baptisia_australis_L_R_Br,Fabaceae,,,Baptisia australis L R Br,,,,XX-0-NEU-19500216,,,,,Baptisia australis L R Br,,,,,,,,,
Caragana_pygmaea_L_DC,,Caragana_pygmaea_L_DC,Fabaceae,,,Caragana pygmaea L DC,,,,XX-0-NEU-19500218,,,,,Caragana pygmaea L DC,,,,,,,,,
Crataegus_arnoldiana_Sarg,,Crataegus_arnoldiana_Sarg,Rosaceae,,,Crataegus arnoldiana Sarg,,,,XX-0-NEU-19500219,,,,,Crataegus arnoldiana Sarg,,,,,,,,,
Filipendula_rubra_Hill_bLRob,,Filipendula_rubra_Hill_bLRob,Rosaceae,,,Filipendula rubra Hill bLRob,,,,XX-0-NEU-20200795,,,,,Filipendula rubra Hill bLRob,,,,,,,,,
Fragaria_virginiana_Duchesne,,Fragaria_virginiana_Duchesne,Rosaceae,,,Fragaria virginiana Duchesne,,,,XX-0-NEU-19500221,,,,,Fragaria virginiana Duchesne,,,,,,,,,
Geum_coccineum_Sibth_and_Sm,,Geum_coccineum_Sibth_and_Sm,Rosaceae,,,Geum coccineum Sibth and Sm,,,,XX-0-NEU-20200796,,,,,Geum coccineum Sibth and Sm,,,,,,,,,
Sanguisorba_officinalis_L,,Sanguisorba_officinalis_L,Rosaceae,,,Sanguisorba officinalis L,,,,XX-0-NEU-19500223,,,,,Sanguisorba officinalis L,,,,,,,,,
Sorbus_cashmiriana_HedL,,Sorbus_cashmiriana_HedL,Rosaceae,,,Sorbus cashmiriana HedL,,,,XX-0-NEU-19500224,,,,,Sorbus cashmiriana HedL,,,,,,,,,
Spiraea_trilobata_L,,Spiraea_trilobata_L,Rosaceae,,,Spiraea trilobata L,,,,XX-0-NEU-19500225,,,,,Spiraea trilobata L,,,,,,,,,
Abies_alba_MilL,,Abies_alba_MilL,Pinaceae,,,Abies alba MilL,,,,XX-0-NEU-19500226,,,,,Abies alba MilL,,,,,,,,,
Pinus_sylvestris_L,,Pinus_sylvestris_L,Pinaceae,,,Pinus sylvestris L,,,,XX-0-NEU-19500228,,,,,Pinus sylvestris L,,,,,,,,,
Perovskia_atriplicifolia_Munro_ex_Benth,,Perovskia_atriplicifolia_Munro_ex_Benth,Lamiaceae,,,Perovskia atriplicifolia Munro ex Benth,,,,XX-0-NEU-20200797,,,,,Perovskia atriplicifolia Munro ex Benth,,,,,,,,,
Ajuga_reptans_L,,Ajuga_reptans_L,Lamiaceae,,,Ajuga reptans L,,,,XX-0-NEU-20200798,,,,,Ajuga reptans L,,,,,,,,,
Garrya_elliptica_LindL,,Garrya_elliptica_LindL,Garryaceae,,,Garrya elliptica LindL,,,,XX-0-NEU-19500229,,,,,Garrya elliptica LindL,,,,,,,,,
Gratiola_officinalis_L,,Gratiola_officinalis_L,Plantaginaceae,,,Gratiola officinalis L,,,,XX-0-NEU-19500230,,,,,Gratiola officinalis L,,,,,,,,,
Hippuris_vulgaris_L,,Hippuris_vulgaris_L,Plantaginaceae,,,Hippuris vulgaris L,,,,XX-0-NEU-19500231,,,,,Hippuris vulgaris L,,,,,,,,,
Phlomis_russeliana_Sims_Benth,,Phlomis_russeliana_Sims_Benth,Lamiaceae,,,Phlomis russeliana Sims Benth,,,,XX-0-NEU-20200801,,,,,Phlomis russeliana Sims Benth,,,,,,,,,
Stachys_affinis_Bunge,,Stachys_affinis_Bunge,Lamiaceae,,,Stachys affinis Bunge,,,,XX-0-NEU-20200802,,,,,Stachys affinis Bunge,,,,,,,,,
Acanthus_mollis_L,,Acanthus_mollis_L,Acanthaceae,,,Acanthus mollis L,,,,XX-0-NEU-19500233,,,,,Acanthus mollis L,,,,,,,,,
Arnebia_pulchra_Willd_ex_Roem_and_Schult_Edm,,Arnebia_pulchra_Willd_ex_Roem_and_Schult_Edm,Boraginaceae,,,Arnebia pulchra Willd ex Roem and Schult Edm,,,,XX-0-NEU-20200803,,,,,Arnebia pulchra Willd ex Roem and Schult Edm,,,,,,,,,
Brunnera_macrophylla_Adams_I_mJohnst,,Brunnera_macrophylla_Adams_I_mJohnst,Boraginaceae,,,Brunnera macrophylla Adams I mJohnst,,,,XX-0-NEU-20200804,,,,,Brunnera macrophylla Adams I mJohnst,,,,,,,,,
Ligustrum_japonicum_Thunb,,Ligustrum_japonicum_Thunb,Oleaceae,,,Ligustrum japonicum Thunb,,,,XX-0-NEU-19500234,,,,,Ligustrum japonicum Thunb,,,,,,,,,
Physalis_alkekengi_var_franchetii_Mast_Makino,,Physalis_alkekengi_var_franchetii_Mast_Makino,Solanaceae,,,Physalis alkekengi var franchetii Mast Makino,,,,XX-0-NEU-20200807,,,,,Physalis alkekengi var franchetii Mast Makino,,,,,,,,,
Physostegia_virginiana_L_Benth,,Physostegia_virginiana_L_Benth,Lamiaceae,,,Physostegia virginiana L Benth,,,,XX-0-NEU-20200808,,,,,Physostegia virginiana L Benth,,,,,,,,,
Stachys_byzantina_K_Koch,,Stachys_byzantina_K_Koch,Lamiaceae,,,Stachys byzantina K Koch,,,,XX-0-NEU-19500236,,,,,Stachys byzantina K Koch,,,,,,,,,
Vinca_minor_L,,Vinca_minor_L,Apocynaceae,,,Vinca minor L,,,,XX-0-NEU-19500237,,,,,Vinca minor L,,,,,,,,,
Vincetoxicum_hirundinaria_Medik,,Vincetoxicum_hirundinaria_Medik,Apocynaceae,,,Vincetoxicum hirundinaria Medik,,,,XX-0-NEU-19500238,,,,,Vincetoxicum hirundinaria Medik,,,,,,,,,
Aristolochia_clematitis_L,,Aristolochia_clematitis_L,Aristolochiaceae,,,Aristolochia clematitis L,,,,XX-0-NEU-19500239,,,,,Aristolochia clematitis L,,,,,,,,,
Laurus_nobilis_L,,Laurus_nobilis_L,Lauraceae,,,Laurus nobilis L,,,,XX-0-NEU-19500242,,,,,Laurus nobilis L,,,,,,,,,
Aethionema_armenum_Boiss,,Aethionema_armenum_Boiss,Brassicaceae,,,Aethionema armenum Boiss,,,,XX-0-NEU-20200809,,,,,Aethionema armenum Boiss,,,,,,,,,
Alcea_ficifolia_L,,Alcea_ficifolia_L,Malvaceae,,,Alcea ficifolia L,,,,XX-0-NEU-19500243,,,,,Alcea ficifolia L,,,,,,,,,
Alcea_ficifolia_L,,Alcea_ficifolia_L,Malvaceae,,,Alcea ficifolia L,,,,XX-0-NEU-20200810,,,,,Alcea ficifolia L,,,,,,,,,
Crambe_maritima_L,,Crambe_maritima_L,Brassicaceae,,,Crambe maritima L,,,,XX-0-NEU-20200811,,,,,Crambe maritima L,,,,,,,,,
Gaura_lindheimeri_Engelm_and_A_Gray,,Gaura_lindheimeri_Engelm_and_A_Gray,Onagraceae,,,Gaura lindheimeri Engelm and A Gray,,,,XX-0-NEU-20200812,,,,,Gaura lindheimeri Engelm and A Gray,,,,,,,,,
Geranium_�magnificum_HyL,,Geranium_�magnificum_HyL,Geraniaceae,,,Geranium �magnificum HyL,,,,XX-0-NEU-20200813,,,,,Geranium �magnificum HyL,,,,,,,,,
Alcea_rosea_L,,Alcea_rosea_L,Malvaceae,,,Alcea rosea L,,,,XX-0-NEU-19500244,,,,,Alcea rosea L,,,,,,,,,
Aurinia_saxatilis_L_Desv,,Aurinia_saxatilis_L_Desv,Brassicaceae,,,Aurinia saxatilis L Desv,,,,XX-0-NEU-20200814,,,,,Aurinia saxatilis L Desv,,,,,,,,,
Callirhoe_involucrata_Torr_and_A_Gray_A_Gray,,Callirhoe_involucrata_Torr_and_A_Gray_A_Gray,Malvaceae,,,Callirhoe involucrata Torr and A Gray A Gray,,,,XX-0-NEU-19500245,,,,,Callirhoe involucrata Torr and A Gray A Gray,,,,,,,,,
Cotinus_coggygria_Scop,,Cotinus_coggygria_Scop,Anacardiaceae,,,Cotinus coggygria Scop,,,,XX-0-NEU-19500247,,,,,Cotinus coggygria Scop,,,,,,,,,
Erodium_�variabile_A_C_Leslie,,Erodium_�variabile_A_C_Leslie,Geraniaceae,,,Erodium �variabile A C Leslie,,,,XX-0-NEU-20200815,,,,,Erodium �variabile A C Leslie,,,,,,,,,
Limnanthes_douglasii_R_Br,,Limnanthes_douglasii_R_Br,Limnanthaceae,,,Limnanthes douglasii R Br,,,,XX-0-NEU-19500248,,,,,Limnanthes douglasii R Br,,,,,,,,,
Oenothera_macrocarpa_Nutt,,Oenothera_macrocarpa_Nutt,Onagraceae,,,Oenothera macrocarpa Nutt,,,,XX-0-NEU-19500249,,,,,Oenothera macrocarpa Nutt,,,,,,,,,
Althaea_officinalis_L,,Althaea_officinalis_L,Malvaceae,,,Althaea officinalis L,,,,XX-0-NEU-19500250,,,,,Althaea officinalis L,,,,,,,,,
Geranium_phaeum_L,,Geranium_phaeum_L,Geraniaceae,,,Geranium phaeum L,,,,XX-0-NEU-19500252,,,,,Geranium phaeum L,,,,,,,,,
Lythrum_salicaria_L,,Lythrum_salicaria_L,Lythraceae,,,Lythrum salicaria L,,,,XX-0-NEU-20200816,,,,,Lythrum salicaria L,,,,,,,,,
Skimmia_japonica_Thunb,,Skimmia_japonica_Thunb,Rutaceae,,,Skimmia japonica Thunb,,,,XX-0-NEU-19500254,,,,,Skimmia japonica Thunb,,,,,,,,,
Aubrieta_deltoidea_L_DC,,Aubrieta_deltoidea_L_DC,Brassicaceae,,,Aubrieta deltoidea L DC,,,,XX-0-NEU-19500255,,,,,Aubrieta deltoidea L DC,,,,,,,,,
Aubrieta_parviflora_Boiss,,Aubrieta_parviflora_Boiss,Brassicaceae,,,Aubrieta parviflora Boiss,,,,XX-0-NEU-19500256,,,,,Aubrieta parviflora Boiss,,,,,,,,,
Iberis_sempervirens_L,,Iberis_sempervirens_L,Brassicaceae,,,Iberis sempervirens L,,,,XX-0-NEU-19500257,,,,,Iberis sempervirens L,,,,,,,,,
Lobularia_maritima_L_Desv,,Lobularia_maritima_L_Desv,Brassicaceae,,,Lobularia maritima L Desv,,,,XX-0-NEU-20200817,,,,,Lobularia maritima L Desv,,,,,,,,,
Lunaria_annua_L,,Lunaria_annua_L,Brassicaceae,,,Lunaria annua L,,,,XX-0-NEU-19500258,,,,,Lunaria annua L,,,,,,,,,
Lunaria_rediviva_L,,Lunaria_rediviva_L,Brassicaceae,,,Lunaria rediviva L,,,,XX-0-NEU-19500259,,,,,Lunaria rediviva L,,,,,,,,,
Reseda_alba_L,,Reseda_alba_L,Resedaceae,,,Reseda alba L,,,,XX-0-NEU-19500261,,,,,Reseda alba L,,,,,,,,,
Reseda_lutea_L,,Reseda_lutea_L,Resedaceae,,,Reseda lutea L,,,,XX-0-NEU-19500262,,,,,Reseda lutea L,,,,,,,,,
Reseda_luteola_L,,Reseda_luteola_L,Resedaceae,,,Reseda luteola L,,,,XX-0-NEU-19500263,,,,,Reseda luteola L,,,,,,,,,
Tropaeolum_majus_L,,Tropaeolum_majus_L,Tropaeolaceae,,,Tropaeolum majus L,,,,XX-0-NEU-20200818,,,,,Tropaeolum majus L,,,,,,,,,
Cardamine_trifolia_L,,Cardamine_trifolia_L,Brassicaceae,,,Cardamine trifolia L,,,,XX-0-NEU-20200819,,,,,Cardamine trifolia L,,,,,,,,,
Epilobium_angustifolium_L,,Epilobium_angustifolium_L,Onagraceae,,,Epilobium angustifolium L,,,,XX-0-NEU-19500264,,,,,Epilobium angustifolium L,,,,,,,,,
Fuchsia_magellanica_var_gracilis_LindL_Bailey,,Fuchsia_magellanica_var_gracilis_LindL_Bailey,Onagraceae,,,Fuchsia magellanica var gracilis LindL Bailey,,,,XX-0-NEU-20200820,,,,,Fuchsia magellanica var gracilis LindL Bailey,,,,,,,,,
Geranium_himalayense_Klotzsch,,Geranium_himalayense_Klotzsch,Geraniaceae,,,Geranium himalayense Klotzsch,,,,XX-0-NEU-20200821,,,,,Geranium himalayense Klotzsch,,,,,,,,,
Geranium_macrorrhizum_L,,Geranium_macrorrhizum_L,Geraniaceae,,,Geranium macrorrhizum L,,,,XX-0-NEU-20200822,,,,,Geranium macrorrhizum L,,,,,,,,,
Geranium_sanguineum_L,,Geranium_sanguineum_L,Geraniaceae,,,Geranium sanguineum L,,,,XX-0-NEU-20200823,,,,,Geranium sanguineum L,,,,,,,,,
Geranium_himalayense_Klotzsch,,Geranium_himalayense_Klotzsch,Geraniaceae,,,Geranium himalayense Klotzsch,,,,XX-0-NEU-19500265,,,,,Geranium himalayense Klotzsch,,,,,,,,,
Oenothera_biennis_L,,Oenothera_biennis_L,Onagraceae,,,Oenothera biennis L,,,,XX-0-NEU-19500266,,,,,Oenothera biennis L,,,,,,,,,
Oenothera_rosea_Aiton,,Oenothera_rosea_Aiton,Onagraceae,,,Oenothera rosea Aiton,,,,XX-0-NEU-19500267,,,,,Oenothera rosea Aiton,,,,,,,,,
Arundo_donax_L,,Arundo_donax_L,Poaceae,,,Arundo donax L,,,,XX-0-NEU-19500268,,,,,Arundo donax L,,,,,,,,,
Eremurus_�isabellinus_R_Vilm,,Eremurus_�isabellinus_R_Vilm,Asphodelaceae,,,Eremurus �isabellinus R Vilm,,,,XX-0-NEU-20200824,,,,,Eremurus �isabellinus R Vilm,,,,,,,,,
Festuca_gautieri_Hack_K_Richt,,Festuca_gautieri_Hack_K_Richt,Poaceae,,,Festuca gautieri Hack K Richt,,,,XX-0-NEU-20200825,,,,,Festuca gautieri Hack K Richt,,,,,,,,,
Festuca_glauca_VilL,,Festuca_glauca_VilL,Poaceae,,,Festuca glauca VilL,,,,XX-0-NEU-20200826,,,,,Festuca glauca VilL,,,,,,,,,
Helictotrichon_sempervirens_VilL_Pilg,,Helictotrichon_sempervirens_VilL_Pilg,Poaceae,,,Helictotrichon sempervirens VilL Pilg,,,,XX-0-NEU-20200827,,,,,Helictotrichon sempervirens VilL Pilg,,,,,,,,,
Iris_germanica_L,,Iris_germanica_L,Iridaceae,,,Iris germanica L,,,,XX-0-NEU-19500269,,,,,Iris germanica L,,,,,,,,,
Koeleria_glauca_Spreng_DC,,Koeleria_glauca_Spreng_DC,Poaceae,,,Koeleria glauca Spreng DC,,,,XX-0-NEU-20200828,,,,,Koeleria glauca Spreng DC,,,,,,,,,
Libertia_formosa_Graham,,Libertia_formosa_Graham,Iridaceae,,,Libertia formosa Graham,,,,XX-0-NEU-20200829,,,,,Libertia formosa Graham,,,,,,,,,
Sesleria_caerulea_L_Ard,,Sesleria_caerulea_L_Ard,Poaceae,,,Sesleria caerulea L Ard,,,,XX-0-NEU-20200830,,,,,Sesleria caerulea L Ard,,,,,,,,,
Allium_christophii_Trautv,,Allium_christophii_Trautv,Amaryllidaceae,,,Allium christophii Trautv,,,,XX-0-NEU-19500271,,,,,Allium christophii Trautv,,,,,,,,,
Asphodeline_lutea_L_Rchb,,Asphodeline_lutea_L_Rchb,Asphodelaceae,,,Asphodeline lutea L Rchb,,,,XX-0-NEU-19500272,,,,,Asphodeline lutea L Rchb,,,,,,,,,
Carex_grayi_J_Carey,,Carex_grayi_J_Carey,Cyperaceae,,,Carex grayi J Carey,,,,XX-0-NEU-19500274,,,,,Carex grayi J Carey,,,,,,,,,
Carex_grayi_J_Carey,,Carex_grayi_J_Carey,Cyperaceae,,,Carex grayi J Carey,,,,XX-0-NEU-20200831,,,,,Carex grayi J Carey,,,,,,,,,
Epipactis_palustris_L_Crantz,,Epipactis_palustris_L_Crantz,Orchidaceae,,,Epipactis palustris L Crantz,,,,XX-0-NEU-19500275,,,,,Epipactis palustris L Crantz,,,,,,,,,
Hesperantha_coccinea_Backh_and_Harv_Goldblatt_and_J_CManning,,Hesperantha_coccinea_Backh_and_Harv_Goldblatt_and_J_CManning,Iridaceae,,,Hesperantha coccinea Backh and Harv Goldblatt and J CManning,,,,XX-0-NEU-20200832,,,,,Hesperantha coccinea Backh and Harv Goldblatt and J CManning,,,,,,,,,
Iris_�hollandica_H_R_Wehrh,,Iris_�hollandica_H_R_Wehrh,Iridaceae,,,Iris �hollandica H R Wehrh,,,,XX-0-NEU-20200833,,,,,Iris �hollandica H R Wehrh,,,,,,,,,
Kniphofia_galpinii_Baker,,Kniphofia_galpinii_Baker,Asphodelaceae,,,Kniphofia galpinii Baker,,,,XX-0-NEU-20200834,,,,,Kniphofia galpinii Baker,,,,,,,,,
Lagurus_ovatus_L,,Lagurus_ovatus_L,Poaceae,,,Lagurus ovatus L,,,,XX-0-NEU-19500276,,,,,Lagurus ovatus L,,,,,,,,,
Lagurus_ovatus_L,,Lagurus_ovatus_L,Poaceae,,,Lagurus ovatus L,,,,XX-0-NEU-20200835,,,,,Lagurus ovatus L,,,,,,,,,
Libertia_grandiflora_R_Br_Sweet,,Libertia_grandiflora_R_Br_Sweet,Iridaceae,,,Libertia grandiflora R Br Sweet,,,,XX-0-NEU-20200836,,,,,Libertia grandiflora R Br Sweet,,,,,,,,,
Luzula_nivea_L_DC,,Luzula_nivea_L_DC,Juncaceae,,,Luzula nivea L DC,,,,XX-0-NEU-19500277,,,,,Luzula nivea L DC,,,,,,,,,
Luzula_sylvatica_Huds_Gaudin,,Luzula_sylvatica_Huds_Gaudin,Juncaceae,,,Luzula sylvatica Huds Gaudin,,,,XX-0-NEU-19500278,,,,,Luzula sylvatica Huds Gaudin,,,,,,,,,
Yucca_filamentosa_L,,Yucca_filamentosa_L,Asparagaceae,,,Yucca filamentosa L,,,,XX-0-NEU-19500280,,,,,Yucca filamentosa L,,,,,,,,,
Gelidocalamus_kunishii_Hayata_Keng_f_and_tH_Wen,,Gelidocalamus_kunishii_Hayata_Keng_f_and_tH_Wen,Poaceae,,,Gelidocalamus kunishii Hayata Keng f and tH Wen,,,,XX-0-NEU-19500281,,,,,Gelidocalamus kunishii Hayata Keng f and tH Wen,,,,,,,,,
Briza_maxima_L,,Briza_maxima_L,Poaceae,,,Briza maxima L,,,,XX-0-NEU-19500282,,,,,Briza maxima L,,,,,,,,,
Briza_media_L,,Briza_media_L,Poaceae,,,Briza media L,,,,XX-0-NEU-19500283,,,,,Briza media L,,,,,,,,,
Chasmanthium_latifolium_Michx_H_O_Yates,,Chasmanthium_latifolium_Michx_H_O_Yates,Poaceae,,,Chasmanthium latifolium Michx H O Yates,,,,XX-0-NEU-19500284,,,,,Chasmanthium latifolium Michx H O Yates,,,,,,,,,
Colchicum_autumnale_L,,Colchicum_autumnale_L,Colchicaceae,,,Colchicum autumnale L,,,,XX-0-NEU-19500285,,,,,Colchicum autumnale L,,,,,,,,,
Crocosmia_�crocosmiiflora_Lemoine_N_E_Br,,Crocosmia_�crocosmiiflora_Lemoine_N_E_Br,Iridaceae,,,Crocosmia �crocosmiiflora Lemoine N E Br,,,,XX-0-NEU-20200837,,,,,Crocosmia �crocosmiiflora Lemoine N E Br,,,,,,,,,
Helictotrichon_sempervirens_VilL_Pilg,,Helictotrichon_sempervirens_VilL_Pilg,Poaceae,,,Helictotrichon sempervirens VilL Pilg,,,,XX-0-NEU-19500286,,,,,Helictotrichon sempervirens VilL Pilg,,,,,,,,,
Ophiopogon_planiscapus_Nakai,,Ophiopogon_planiscapus_Nakai,Asparagaceae,,,Ophiopogon planiscapus Nakai,,,,XX-0-NEU-20200838,,,,,Ophiopogon planiscapus Nakai,,,,,,,,,
Tradescantia_�andersoniana_W_Ludw_and_Rohweder,,Tradescantia_�andersoniana_W_Ludw_and_Rohweder,Commelinaceae,,,Tradescantia �andersoniana W Ludw and Rohweder,,,,XX-0-NEU-20200839,,,,,Tradescantia �andersoniana W Ludw and Rohweder,,,,,,,,,
Tradescantia_virginiana_L,,Tradescantia_virginiana_L,Commelinaceae,,,Tradescantia virginiana L,,,,XX-0-NEU-20200840,,,,,Tradescantia virginiana L,,,,,,,,,
Typha_minima_Hoppe,,Typha_minima_Hoppe,Typhaceae,,,Typha minima Hoppe,,,,XX-0-NEU-19500287,,,,,Typha minima Hoppe,,,,,,,,,
Acorus_calamus_L,,Acorus_calamus_L,Acoraceae,,,Acorus calamus L,,,,XX-0-NEU-19500288,,,,,Acorus calamus L,,,,,,,,,
Allium_siculum_subsp_dioscoridis_Sm_K_Richt,,Allium_siculum_subsp_dioscoridis_Sm_K_Richt,Amaryllidaceae,,,Allium siculum subsp dioscoridis Sm K Richt,,,,XX-0-NEU-19500289,,,,,Allium siculum subsp dioscoridis Sm K Richt,,,,,,,,,
Arisaema_consanguineum_Schott,,Arisaema_consanguineum_Schott,Araceae,,,Arisaema consanguineum Schott,,,,XX-0-NEU-20200841,,,,,Arisaema consanguineum Schott,,,,,,,,,
Arisaema_triphyllum_L_Torr,,Arisaema_triphyllum_L_Torr,Araceae,,,Arisaema triphyllum L Torr,,,,XX-0-NEU-19500290,,,,,Arisaema triphyllum L Torr,,,,,,,,,
Arum_maculatum_L,,Arum_maculatum_L,Araceae,,,Arum maculatum L,,,,XX-0-NEU-19500291,,,,,Arum maculatum L,,,,,,,,,
Briza_media_L,,Briza_media_L,Poaceae,,,Briza media L,,,,XX-0-NEU-19500292,,,,,Briza media L,,,,,,,,,
Carex_flacca_Schreb,,Carex_flacca_Schreb,Cyperaceae,,,Carex flacca Schreb,,,,XX-0-NEU-19500293,,,,,Carex flacca Schreb,,,,,,,,,
Carex_pairae_fW_Schultz,,Carex_pairae_fW_Schultz,Cyperaceae,,,Carex pairae fW Schultz,,,,XX-0-NEU-19500294,,,,,Carex pairae fW Schultz,,,,,,,,,
Coix_lacryma_jobi_L,,Coix_lacryma_jobi_L,Poaceae,,,Coix lacryma jobi L,,,,XX-0-NEU-19500295,,,,,Coix lacryma jobi L,,,,,,,,,
Convallaria_majalis_L,,Convallaria_majalis_L,Asparagaceae,,,Convallaria majalis L,,,,XX-0-NEU-20200842,,,,,Convallaria majalis L,,,,,,,,,
Dracunculus_vulgaris_Schott,,Dracunculus_vulgaris_Schott,Araceae,,,Dracunculus vulgaris Schott,,,,XX-0-NEU-19500296,,,,,Dracunculus vulgaris Schott,,,,,,,,,
Fritillaria_meleagris_L,,Fritillaria_meleagris_L,Liliaceae,,,Fritillaria meleagris L,,,,XX-0-NEU-19500297,,,,,Fritillaria meleagris L,,,,,,,,,
Hordeum_jubatum_L,,Hordeum_jubatum_L,Poaceae,,,Hordeum jubatum L,,,,XX-0-NEU-19500298,,,,,Hordeum jubatum L,,,,,,,,,
Hosta_lancifolia_Thunb_EngL,,Hosta_lancifolia_Thunb_EngL,Asparagaceae,,,Hosta lancifolia Thunb EngL,,,,XX-0-NEU-20200843,,,,,Hosta lancifolia Thunb EngL,,,,,,,,,
Hydrocharis_morsus_ranae_L,,Hydrocharis_morsus_ranae_L,Hydrocharitaceae,,,Hydrocharis morsus ranae L,,,,XX-0-NEU-19500299,,,,,Hydrocharis morsus ranae L,,,,,,,,,
Narcissus_radiiflorus_Salisb,,Narcissus_radiiflorus_Salisb,Amaryllidaceae,,,Narcissus radiiflorus Salisb,,,,XX-0-NEU-19500301,,,,,Narcissus radiiflorus Salisb,,,,,,,,,
Phalaris_canariensis_L,,Phalaris_canariensis_L,Poaceae,,,Phalaris canariensis L,,,,XX-0-NEU-19500302,,,,,Phalaris canariensis L,,,,,,,,,
Polygonatum_multiflorum_L_AlL,,Polygonatum_multiflorum_L_AlL,Asparagaceae,,,Polygonatum multiflorum L AlL,,,,XX-0-NEU-20200844,,,,,Polygonatum multiflorum L AlL,,,,,,,,,
Sparganium_erectum_L,,Sparganium_erectum_L,Typhaceae,,,Sparganium erectum L,,,,XX-0-NEU-19500304,,,,,Sparganium erectum L,,,,,,,,,
Tradescantia_virginiana_L,,Tradescantia_virginiana_L,Commelinaceae,,,Tradescantia virginiana L,,,,XX-0-NEU-19500305,,,,,Tradescantia virginiana L,,,,,,,,,
Araucaria_angustifolia_BertoL_Kuntze,,Araucaria_angustifolia_BertoL_Kuntze,Araucariaceae,,,Araucaria angustifolia BertoL Kuntze,,,,XX-0-NEU-19500306,,,,,Araucaria angustifolia BertoL Kuntze,,,,,,,,,
Araucaria_heterophylla_Salisb_Franco,,Araucaria_heterophylla_Salisb_Franco,Araucariaceae,,,Araucaria heterophylla Salisb Franco,,,,XX-0-NEU-19500307,,,,,Araucaria heterophylla Salisb Franco,,,,,,,,,
Aristolochia_littoralis_D_Parodi,,Aristolochia_littoralis_D_Parodi,Aristolochiaceae,,,Aristolochia littoralis D Parodi,,,,XX-0-NEU-19500308,,,,,Aristolochia littoralis D Parodi,,,,,,,,,
Cinnamomum_camphora_L_J_Presl,,Cinnamomum_camphora_L_J_Presl,Lauraceae,,,Cinnamomum camphora L J Presl,,,,XX-0-NEU-19500309,,,,,Cinnamomum camphora L J Presl,,,,,,,,,
Crassula_ovata_MilL_Druce,,Crassula_ovata_MilL_Druce,Crassulaceae,,,Crassula ovata MilL Druce,,,,XX-0-NEU-19500310,,,,,Crassula ovata MilL Druce,,,,,,,,,
Cycas_revoluta_Thunb,,Cycas_revoluta_Thunb,Cycadaceae,,,Cycas revoluta Thunb,,,,XX-0-NEU-19500311,,,,,Cycas revoluta Thunb,,,,,,,,,
Ephedra_altissima_Desf,,Ephedra_altissima_Desf,Ephedraceae,,,Ephedra altissima Desf,,,,XX-0-NEU-19500313,,,,,Ephedra altissima Desf,,,,,,,,,
Ephedra_fragilis_Desf,,Ephedra_fragilis_Desf,Ephedraceae,,,Ephedra fragilis Desf,,,,XX-0-NEU-19500314,,,,,Ephedra fragilis Desf,,,,,,,,,
Epiphyllum_crenatum_LindL_G_Don,,Epiphyllum_crenatum_LindL_G_Don,Cactaceae,,,Epiphyllum crenatum LindL G Don,,,,XX-0-NEU-19500315,,,,,Epiphyllum crenatum LindL G Don,,,,,,,,,
Indigofera_tinctoria_L,,Indigofera_tinctoria_L,Fabaceae,,,Indigofera tinctoria L,,,,XX-0-NEU-19500316,,,,,Indigofera tinctoria L,,,,,,,,,
Melianthus_major_L,,Melianthus_major_L,Francoaceae,,,Melianthus major L,,,,XX-0-NEU-19500318,,,,,Melianthus major L,,,,,,,,,
Musa_mannii_H_WendL,,Musa_mannii_H_WendL,Musaceae,,,Musa mannii H WendL,,,,XX-0-NEU-19500319,,,,,Musa mannii H WendL,,,,,,,,,
